ID,ANC_M,HANDSET,STATUT,CLASSE_CANAL,TARGET,FLAG_CHURN,SCORE_FORFAIT,PRED_FORFAIT,SEGMENT_FORFAIT,SCORE_CHURN,PRED_CHURN,RISQUE_CHURN,ACTION_RECOMMANDEE
C43764197,75,4G,A,Reseau indirect,1,0,0.8124267,1,Cible Prioritaire,0.01619582,0,Risque Moyen,ACTIVATION DATA — offre forfait illimité
C99894134,78,,A,Reseau indirect,1,0,0.81162995,1,Cible Prioritaire,0.10696799,0,Risque Eleve,RETENTION URGENTE — appel proactif immédiat
C88144564,67,5G,A,Reseau indirect,1,0,0.80477977,1,Cible Prioritaire,0.0131113585,0,Risque Moyen,ACTIVATION DATA — offre forfait illimité
C26354743,61,5G,A,Reseau indirect,1,0,0.8039617,1,Cible Prioritaire,0.013335245,0,Risque Moyen,ACTIVATION DATA — offre forfait illimité
C99906267,21,4G,A,Reseau indirect,1,1,0.80312294,1,Cible Prioritaire,0.99194723,1,Risque Eleve,RETENTION URGENTE — appel proactif immédiat
C01123911,85,5G,A,Reseau indirect,1,0,0.7981891,1,Cible Prioritaire,0.009985087,0,Risque Faible,ACTIVATION DATA — offre forfait illimité
C23874074,83,4G,A,Reseau indirect,1,0,0.7958531,1,Cible Prioritaire,0.011278275,0,Risque Faible,ACTIVATION DATA — offre forfait illimité
C24184075,83,4G,A,Reseau indirect,1,0,0.7958531,1,Cible Prioritaire,0.011278275,0,Risque Faible,ACTIVATION DATA — offre forfait illimité
C63883951,81,4G,A,Reseau indirect,0,0,0.7949577,1,Cible Prioritaire,0.012191227,0,Risque Moyen,ACTIVATION DATA — offre forfait illimité
C06906551,10,4G,A,Reseau indirect,1,0,0.7946476,1,Cible Prioritaire,0.028323324,0,Risque Moyen,ACTIVATION DATA — offre forfait illimité
C56876552,10,4G,A,Reseau indirect,1,0,0.7946476,1,Cible Prioritaire,0.028323324,0,Risque Moyen,ACTIVATION DATA — offre forfait illimité
C24076555,10,4G,A,Reseau indirect,1,0,0.7946476,1,Cible Prioritaire,0.028323324,0,Risque Moyen,ACTIVATION DATA — offre forfait illimité
C17666209,23,4G,A,Reseau indirect,1,0,0.7944952,1,Cible Prioritaire,0.05238179,0,Risque Eleve,RETENTION URGENTE — appel proactif immédiat
C76836217,23,5G,A,Reseau indirect,1,0,0.7935927,1,Cible Prioritaire,0.050123394,0,Risque Eleve,RETENTION URGENTE — appel proactif immédiat
C93836711,3,4G,A,Reseau indirect,0,0,0.79332894,1,Cible Prioritaire,0.016907977,0,Risque Moyen,ACTIVATION DATA — offre forfait illimité
C93324381,76,4G,A,Reseau indirect,0,0,0.7931287,1,Cible Prioritaire,0.012844761,0,Risque Moyen,ACTIVATION DATA — offre forfait illimité
C90384287,76,4G,A,Reseau indirect,1,0,0.7931287,1,Cible Prioritaire,0.012844761,0,Risque Moyen,ACTIVATION DATA — offre forfait illimité
C22564157,79,4G,A,Reseau indirect,0,0,0.7931287,1,Cible Prioritaire,0.015986312,0,Risque Moyen,ACTIVATION DATA — offre forfait illimité
C92424150,79,4G,A,Reseau indirect,1,0,0.7931287,1,Cible Prioritaire,0.015986312,0,Risque Moyen,ACTIVATION DATA — offre forfait illimité
C73564119,76,4G,A,Reseau indirect,1,0,0.7931287,1,Cible Prioritaire,0.012844761,0,Risque Moyen,ACTIVATION DATA — offre forfait illimité
C32454438,74,4G,A,Reseau indirect,1,0,0.793045,1,Cible Prioritaire,0.013751326,0,Risque Moyen,ACTIVATION DATA — offre forfait illimité
C69024254,74,4G,A,Reseau indirect,0,0,0.793045,1,Cible Prioritaire,0.013751326,0,Risque Moyen,ACTIVATION DATA — offre forfait illimité
C14114281,74,4G,A,Reseau indirect,0,0,0.793045,1,Cible Prioritaire,0.013751326,0,Risque Moyen,ACTIVATION DATA — offre forfait illimité
C68534257,75,4G,A,Reseau indirect,0,0,0.793045,1,Cible Prioritaire,0.013751326,0,Risque Moyen,ACTIVATION DATA — offre forfait illimité
C18384266,74,4G,A,Reseau indirect,0,0,0.793045,1,Cible Prioritaire,0.013751326,0,Risque Moyen,ACTIVATION DATA — offre forfait illimité
C96994054,71,4G,A,Reseau indirect,1,0,0.7918686,1,Cible Prioritaire,0.014356525,0,Risque Moyen,ACTIVATION DATA — offre forfait illimité
C06494492,71,4G,A,Reseau indirect,0,0,0.7918686,1,Cible Prioritaire,0.013751326,0,Risque Moyen,ACTIVATION DATA — offre forfait illimité
C55244500,71,4G,A,Reseau indirect,0,0,0.7918686,1,Cible Prioritaire,0.014356525,0,Risque Moyen,ACTIVATION DATA — offre forfait illimité
C98554741,61,4G,A,Reseau indirect,0,0,0.7914258,1,Cible Prioritaire,0.014074217,0,Risque Moyen,ACTIVATION DATA — offre forfait illimité
C75834694,63,4G,A,Reseau indirect,1,0,0.7912582,1,Cible Prioritaire,0.015093313,0,Risque Moyen,ACTIVATION DATA — offre forfait illimité
C95424678,63,4G,A,Reseau indirect,1,0,0.7912582,1,Cible Prioritaire,0.015093313,0,Risque Moyen,ACTIVATION DATA — offre forfait illimité
C99044656,64,4G,A,Reseau indirect,0,0,0.7912582,1,Cible Prioritaire,0.015093313,0,Risque Moyen,ACTIVATION DATA — offre forfait illimité
C09803994,85,4G,A,Reseau indirect,0,0,0.7902779,1,Cible Prioritaire,0.011278275,0,Risque Faible,ACTIVATION DATA — offre forfait illimité
C93876555,10,4G,A,Reseau indirect,0,0,0.78944945,1,Cible Prioritaire,0.07394919,0,Risque Eleve,RETENTION URGENTE — appel proactif immédiat
C99516614,7,4G,A,Reseau indirect,0,0,0.78902984,1,Cible Prioritaire,0.028826086,0,Risque Moyen,ACTIVATION DATA — offre forfait illimité
C01564574,66,4G,A,Reseau indirect,0,0,0.78882694,1,Cible Prioritaire,0.012941434,0,Risque Moyen,ACTIVATION DATA — offre forfait illimité
C85254557,67,4G,A,Reseau indirect,0,0,0.78882694,1,Cible Prioritaire,0.013838091,0,Risque Moyen,ACTIVATION DATA — offre forfait illimité
C51174565,67,4G,A,Reseau indirect,1,0,0.78882694,1,Cible Prioritaire,0.013838091,0,Risque Moyen,ACTIVATION DATA — offre forfait illimité
C65854552,68,4G,A,Reseau indirect,0,0,0.78882694,1,Cible Prioritaire,0.014109672,0,Risque Moyen,ACTIVATION DATA — offre forfait illimité
C35366272,21,4G,A,Reseau indirect,0,0,0.7878592,1,Cible Prioritaire,0.035194166,0,Risque Moyen,ACTIVATION DATA — offre forfait illimité
C01536283,21,4G,A,Reseau indirect,1,0,0.7878592,1,Cible Prioritaire,0.035194166,0,Risque Moyen,ACTIVATION DATA — offre forfait illimité
C30536592,8,4G,A,Reseau indirect,1,0,0.7867323,1,Cible Prioritaire,0.028826086,0,Risque Moyen,ACTIVATION DATA — offre forfait illimité
C57846630,7,4G,A,Reseau indirect,1,0,0.78653437,1,Cible Prioritaire,0.05211626,0,Risque Eleve,RETENTION URGENTE — appel proactif immédiat
C76316626,7,4G,A,Reseau indirect,0,0,0.78653437,1,Cible Prioritaire,0.05211626,0,Risque Eleve,RETENTION URGENTE — appel proactif immédiat
C67146625,7,4G,A,Reseau indirect,1,0,0.78653437,1,Cible Prioritaire,0.05211626,0,Risque Eleve,RETENTION URGENTE — appel proactif immédiat
C14796621,7,4G,A,Reseau indirect,1,0,0.78653437,1,Cible Prioritaire,0.05130012,0,Risque Eleve,RETENTION URGENTE — appel proactif immédiat
C22466192,23,4G,A,Reseau indirect,0,0,0.78652763,1,Cible Prioritaire,0.057572424,0,Risque Eleve,RETENTION URGENTE — appel proactif immédiat
C36063961,75,5G,A,Reseau indirect,0,0,0.786458,1,Cible Prioritaire,0.007767736,0,Risque Faible,ACTIVATION DATA — offre forfait illimité
C51746585,8,4G,A,Reseau indirect,1,0,0.78631806,1,Cible Prioritaire,0.029762585,0,Risque Moyen,ACTIVATION DATA — offre forfait illimité
C69906569,9,4G,A,Reseau indirect,1,0,0.78631806,1,Cible Prioritaire,0.029762585,0,Risque Moyen,ACTIVATION DATA — offre forfait illimité
C51394122,78,5G,A,Reseau indirect,0,0,0.78628933,1,Cible Prioritaire,0.014774013,0,Risque Moyen,ACTIVATION DATA — offre forfait illimité
C54016483,13,5G,A,Reseau indirect,1,0,0.78618544,1,Cible Prioritaire,0.055624764,0,Risque Eleve,RETENTION URGENTE — appel proactif immédiat
C78584131,73,4G,A,Reseau indirect,1,0,0.78602564,1,Cible Prioritaire,0.014056878,0,Risque Moyen,ACTIVATION DATA — offre forfait illimité
C86136710,3,4G,A,Reseau indirect,1,0,0.7854358,1,Cible Prioritaire,0.031226281,0,Risque Moyen,ACTIVATION DATA — offre forfait illimité
C73844606,65,4G,A,Reseau direct,1,1,0.784752,1,Cible Prioritaire,0.93571144,1,Risque Eleve,RETENTION URGENTE — appel proactif immédiat
C14543506,90,,A,,1,0,0.7846404,1,Cible Prioritaire,0.065447256,0,Risque Eleve,RETENTION URGENTE — appel proactif immédiat
C79764303,80,5G,A,Reseau direct,1,0,0.78447247,1,Cible Prioritaire,0.012558396,0,Risque Moyen,ACTIVATION DATA — offre forfait illimité
C91056489,13,,A,Reseau indirect,1,0,0.784237,1,Cible Prioritaire,0.122191615,0,Risque Eleve,RETENTION URGENTE — appel proactif immédiat
C74154581,66,4G,A,Reseau indirect,0,0,0.7826386,1,Cible Prioritaire,0.013229231,0,Risque Moyen,ACTIVATION DATA — offre forfait illimité
C77686384,17,4G,A,Reseau indirect,1,0,0.7822695,1,Cible Prioritaire,0.03617366,0,Risque Moyen,ACTIVATION DATA — offre forfait illimité
C39383337,85,4G,A,Reseau indirect,1,0,0.7818436,1,Cible Prioritaire,0.011529524,0,Risque Faible,ACTIVATION DATA — offre forfait illimité
C28306588,8,4G,A,Reseau indirect,0,0,0.78138894,1,Cible Prioritaire,0.054414224,0,Risque Eleve,RETENTION URGENTE — appel proactif immédiat
C88736590,8,4G,A,Reseau indirect,0,0,0.78138894,1,Cible Prioritaire,0.05130012,0,Risque Eleve,RETENTION URGENTE — appel proactif immédiat
C97536590,8,4G,A,Reseau indirect,0,0,0.78138894,1,Cible Prioritaire,0.05130012,0,Risque Eleve,RETENTION URGENTE — appel proactif immédiat
C29036101,25,4G,A,Reseau indirect,1,0,0.78106356,1,Cible Prioritaire,0.02779439,0,Risque Moyen,ACTIVATION DATA — offre forfait illimité
C86354769,61,4G,A,Reseau indirect,0,0,0.7805266,1,Cible Prioritaire,0.013951144,0,Risque Moyen,ACTIVATION DATA — offre forfait illimité
C92654152,81,,A,Reseau indirect,1,0,0.7801321,1,Cible Prioritaire,0.07887237,0,Risque Eleve,RETENTION URGENTE — appel proactif immédiat
C10314681,63,4G,A,Reseau indirect,1,0,0.7798971,1,Cible Prioritaire,0.014404612,0,Risque Moyen,ACTIVATION DATA — offre forfait illimité
C47586507,12,4G,A,Reseau indirect,0,0,0.7798653,1,Cible Prioritaire,0.045188136,0,Risque Eleve,RETENTION URGENTE — appel proactif immédiat
C74034796,60,4G,A,Reseau indirect,0,0,0.77861726,1,Cible Prioritaire,0.013951144,0,Risque Moyen,ACTIVATION DATA — offre forfait illimité
C43406460,14,4G,A,Reseau indirect,1,0,0.77850926,1,Cible Prioritaire,0.041553486,0,Risque Eleve,RETENTION URGENTE — appel proactif immédiat
C24376454,14,4G,A,Reseau indirect,1,0,0.77850926,1,Cible Prioritaire,0.042518876,0,Risque Eleve,RETENTION URGENTE — appel proactif immédiat
C76256431,15,4G,A,Reseau indirect,1,0,0.77850926,1,Cible Prioritaire,0.03749808,0,Risque Moyen,ACTIVATION DATA — offre forfait illimité
C89216401,16,4G,A,Reseau indirect,1,0,0.7780836,1,Cible Prioritaire,0.042831596,0,Risque Eleve,RETENTION URGENTE — appel proactif immédiat
C69256471,14,4G,A,Reseau indirect,1,0,0.7780836,1,Cible Prioritaire,0.046193708,0,Risque Eleve,RETENTION URGENTE — appel proactif immédiat
C39156426,15,4G,A,Reseau indirect,0,0,0.7780836,1,Cible Prioritaire,0.041746803,0,Risque Eleve,RETENTION URGENTE — appel proactif immédiat
C98556493,13,4G,A,Reseau indirect,0,0,0.7780836,1,Cible Prioritaire,0.048981387,0,Risque Eleve,RETENTION URGENTE — appel proactif immédiat
C68746435,15,4G,A,Reseau indirect,1,0,0.7780836,1,Cible Prioritaire,0.041705143,0,Risque Eleve,RETENTION URGENTE — appel proactif immédiat
C49336412,16,4G,A,Reseau indirect,1,0,0.7780836,1,Cible Prioritaire,0.042831596,0,Risque Eleve,RETENTION URGENTE — appel proactif immédiat
C90284695,63,4G,A,Reseau indirect,1,0,0.77750796,1,Cible Prioritaire,0.01417707,0,Risque Moyen,ACTIVATION DATA — offre forfait illimité
C17216380,17,4G,A,Reseau indirect,1,0,0.77684605,1,Cible Prioritaire,0.06504471,0,Risque Eleve,RETENTION URGENTE — appel proactif immédiat
C02886393,17,4G,A,Reseau indirect,0,0,0.77684605,1,Cible Prioritaire,0.06504471,0,Risque Eleve,RETENTION URGENTE — appel proactif immédiat
C70096366,18,4G,A,Reseau indirect,1,0,0.77684605,1,Cible Prioritaire,0.06504471,0,Risque Eleve,RETENTION URGENTE — appel proactif immédiat
C43676524,11,4G,A,Reseau indirect,1,0,0.7764723,1,Cible Prioritaire,0.051148675,0,Risque Eleve,RETENTION URGENTE — appel proactif immédiat
C46256523,11,4G,A,Reseau indirect,0,0,0.7764723,1,Cible Prioritaire,0.051148675,0,Risque Eleve,RETENTION URGENTE — appel proactif immédiat
C44924066,84,5G,A,Reseau indirect,0,0,0.77572745,1,Cible Prioritaire,0.0058454783,0,Risque Faible,ACTIVATION DATA — offre forfait illimité
C03643970,84,5G,A,Reseau indirect,1,0,0.77572745,1,Cible Prioritaire,0.0058454783,0,Risque Faible,ACTIVATION DATA — offre forfait illimité
C70786051,27,4G,A,Reseau indirect,0,0,0.7755084,1,Cible Prioritaire,0.016817281,0,Risque Moyen,ACTIVATION DATA — offre forfait illimité
C40966032,27,4G,A,Reseau indirect,1,0,0.7749568,1,Cible Prioritaire,0.016106864,0,Risque Moyen,ACTIVATION DATA — offre forfait illimité
C46114413,75,5G,A,Reseau indirect,1,0,0.7745999,1,Cible Prioritaire,0.0077090664,0,Risque Faible,ACTIVATION DATA — offre forfait illimité
C10014322,71,5G,A,Reseau indirect,1,0,0.77455705,1,Cible Prioritaire,0.008606075,0,Risque Faible,ACTIVATION DATA — offre forfait illimité
C83476704,3,4G,A,Reseau indirect,1,0,0.77444154,1,Cible Prioritaire,0.041709326,0,Risque Eleve,RETENTION URGENTE — appel proactif immédiat
C03783575,87,5G,A,,0,0,0.77420026,1,Cible Prioritaire,0.007403988,0,Risque Faible,ACTIVATION DATA — offre forfait illimité
C90713305,101,4G,A,,1,1,0.773815,1,Cible Prioritaire,0.91444796,1,Risque Eleve,RETENTION URGENTE — appel proactif immédiat
C10416333,19,,A,Reseau indirect,1,0,0.7736123,1,Cible Prioritaire,0.07662685,0,Risque Eleve,RETENTION URGENTE — appel proactif immédiat
C80486459,14,4G,A,Reseau indirect,0,0,0.7730193,1,Cible Prioritaire,0.078786075,0,Risque Eleve,RETENTION URGENTE — appel proactif immédiat
C91926398,16,4G,A,Reseau indirect,0,0,0.7730193,1,Cible Prioritaire,0.06912152,0,Risque Eleve,RETENTION URGENTE — appel proactif immédiat
C55376538,11,4G,A,Reseau indirect,1,0,0.77291775,1,Cible Prioritaire,0.02834545,0,Risque Moyen,ACTIVATION DATA — offre forfait illimité
C05146309,20,4G,A,Reseau indirect,0,0,0.7728935,1,Cible Prioritaire,0.058279216,0,Risque Eleve,RETENTION URGENTE — appel proactif immédiat
C45472289,128,4G,A,,1,0,0.77280337,1,Cible Prioritaire,0.007791216,0,Risque Faible,ACTIVATION DATA — offre forfait illimité
C87274828,59,4G,A,Reseau indirect,0,0,0.7725604,1,Cible Prioritaire,0.013951144,0,Risque Moyen,ACTIVATION DATA — offre forfait illimité
C97944831,59,4G,A,Reseau indirect,1,0,0.7725604,1,Cible Prioritaire,0.013951144,0,Risque Moyen,ACTIVATION DATA — offre forfait illimité
C42184812,59,4G,A,Reseau indirect,0,0,0.7725604,1,Cible Prioritaire,0.013951144,0,Risque Moyen,ACTIVATION DATA — offre forfait illimité
C83114826,59,4G,A,Reseau indirect,1,0,0.7725604,1,Cible Prioritaire,0.013951144,0,Risque Moyen,ACTIVATION DATA — offre forfait illimité
C65176536,11,4G,A,Reseau indirect,1,0,0.7724845,1,Cible Prioritaire,0.03155931,0,Risque Moyen,ACTIVATION DATA — offre forfait illimité
C87956531,11,4G,A,Reseau indirect,1,0,0.7724845,1,Cible Prioritaire,0.03155931,0,Risque Moyen,ACTIVATION DATA — offre forfait illimité
C58354106,87,5G,A,,1,0,0.77234226,1,Cible Prioritaire,0.0063386606,0,Risque Faible,ACTIVATION DATA — offre forfait illimité
C02563533,86,4G,A,,1,0,0.7723407,1,Cible Prioritaire,0.011525623,0,Risque Faible,ACTIVATION DATA — offre forfait illimité
C95773928,87,4G,A,,1,0,0.7723407,1,Cible Prioritaire,0.011525623,0,Risque Faible,ACTIVATION DATA — offre forfait illimité
C35543933,88,4G,A,,1,0,0.7723407,1,Cible Prioritaire,0.0070917467,0,Risque Faible,ACTIVATION DATA — offre forfait illimité
C21023584,89,4G,A,,1,0,0.7723407,1,Cible Prioritaire,0.0070917467,0,Risque Faible,ACTIVATION DATA — offre forfait illimité
C48493573,89,4G,A,,1,0,0.7723407,1,Cible Prioritaire,0.0070917467,0,Risque Faible,ACTIVATION DATA — offre forfait illimité
C02203594,89,4G,A,,0,0,0.7723407,1,Cible Prioritaire,0.0070917467,0,Risque Faible,ACTIVATION DATA — offre forfait illimité
C02673590,89,4G,A,,1,0,0.7723407,1,Cible Prioritaire,0.0070917467,0,Risque Faible,ACTIVATION DATA — offre forfait illimité
C51384016,88,4G,A,,1,0,0.7723407,1,Cible Prioritaire,0.0070917467,0,Risque Faible,ACTIVATION DATA — offre forfait illimité
C24114106,87,4G,A,,1,0,0.7723407,1,Cible Prioritaire,0.011525623,0,Risque Faible,ACTIVATION DATA — offre forfait illimité
C31773999,84,4G,A,Reseau indirect,0,0,0.77220714,1,Cible Prioritaire,0.011278275,0,Risque Faible,ACTIVATION DATA — offre forfait illimité
C61444257,79,5G,A,Reseau indirect,1,0,0.7721568,1,Cible Prioritaire,0.015077937,0,Risque Moyen,ACTIVATION DATA — offre forfait illimité
C67123429,91,5G,A,,0,0,0.77213955,1,Cible Prioritaire,0.006626385,0,Risque Faible,ACTIVATION DATA — offre forfait illimité
C84553545,91,5G,A,,0,0,0.77213955,1,Cible Prioritaire,0.006626385,0,Risque Faible,ACTIVATION DATA — offre forfait illimité
C75084880,57,4G,A,Reseau indirect,0,0,0.77129114,1,Cible Prioritaire,0.016133137,0,Risque Moyen,ACTIVATION DATA — offre forfait illimité
C53204862,58,4G,A,Reseau indirect,0,0,0.77129114,1,Cible Prioritaire,0.013951144,0,Risque Moyen,ACTIVATION DATA — offre forfait illimité
C71496573,9,4G,A,Reseau indirect,1,0,0.7709022,1,Cible Prioritaire,0.050425716,0,Risque Eleve,RETENTION URGENTE — appel proactif immédiat
C45044765,61,4G,A,Reseau indirect,0,0,0.77087426,1,Cible Prioritaire,0.014074217,0,Risque Moyen,ACTIVATION DATA — offre forfait illimité
C68196710,3,4G,A,Reseau indirect,1,0,0.7706892,1,Cible Prioritaire,0.023513021,0,Risque Moyen,ACTIVATION DATA — offre forfait illimité
C56526711,3,4G,A,Reseau indirect,1,0,0.7706892,1,Cible Prioritaire,0.023513021,0,Risque Moyen,ACTIVATION DATA — offre forfait illimité
C54686710,3,4G,A,Reseau indirect,0,0,0.7706892,1,Cible Prioritaire,0.023513021,0,Risque Moyen,ACTIVATION DATA — offre forfait illimité
C67736710,3,4G,A,Reseau indirect,1,0,0.7706892,1,Cible Prioritaire,0.023513021,0,Risque Moyen,ACTIVATION DATA — offre forfait illimité
C53334904,57,4G,A,Reseau indirect,1,0,0.7703175,1,Cible Prioritaire,0.015849637,0,Risque Moyen,ACTIVATION DATA — offre forfait illimité
C33214100,72,5G,A,Reseau indirect,0,0,0.77023685,1,Cible Prioritaire,0.008451499,0,Risque Faible,ACTIVATION DATA — offre forfait illimité
C83534262,72,5G,A,Reseau indirect,1,0,0.77023685,1,Cible Prioritaire,0.008451499,0,Risque Faible,ACTIVATION DATA — offre forfait illimité
C12884330,68,5G,A,Reseau indirect,1,0,0.7701148,1,Cible Prioritaire,0.008672955,0,Risque Faible,ACTIVATION DATA — offre forfait illimité
C06194707,62,,A,Reseau indirect,1,0,0.77009904,1,Cible Prioritaire,0.13552603,0,Risque Eleve,RETENTION URGENTE — appel proactif immédiat
C96804260,61,4G,A,Reseau indirect,1,0,0.7700148,1,Cible Prioritaire,0.014074217,0,Risque Moyen,ACTIVATION DATA — offre forfait illimité
C73234279,64,4G,A,Reseau indirect,1,0,0.76983505,1,Cible Prioritaire,0.015093313,0,Risque Moyen,ACTIVATION DATA — offre forfait illimité
C33093950,86,4G,A,,0,0,0.7696715,1,Cible Prioritaire,0.012368311,0,Risque Moyen,ACTIVATION DATA — offre forfait illimité
C55384178,86,4G,A,,0,0,0.7696715,1,Cible Prioritaire,0.012368311,0,Risque Moyen,ACTIVATION DATA — offre forfait illimité
C06763994,79,4G,A,Reseau indirect,0,0,0.76925874,1,Cible Prioritaire,0.015986312,0,Risque Moyen,ACTIVATION DATA — offre forfait illimité
C05144124,79,4G,A,Reseau indirect,1,0,0.76925874,1,Cible Prioritaire,0.015986312,0,Risque Moyen,ACTIVATION DATA — offre forfait illimité
C65684382,76,4G,A,Reseau indirect,0,0,0.76925874,1,Cible Prioritaire,0.012844761,0,Risque Moyen,ACTIVATION DATA — offre forfait illimité
C96954271,77,4G,A,Reseau indirect,0,0,0.76925874,1,Cible Prioritaire,0.013099764,0,Risque Moyen,ACTIVATION DATA — offre forfait illimité
C86244422,74,4G,A,Reseau indirect,1,0,0.76916814,1,Cible Prioritaire,0.013751326,0,Risque Moyen,ACTIVATION DATA — offre forfait illimité
C08114444,73,4G,A,Reseau indirect,1,0,0.76916814,1,Cible Prioritaire,0.013751326,0,Risque Moyen,ACTIVATION DATA — offre forfait illimité
C25724415,75,4G,A,Reseau indirect,1,0,0.76916814,1,Cible Prioritaire,0.013751326,0,Risque Moyen,ACTIVATION DATA — offre forfait illimité
C11794450,73,4G,A,Reseau indirect,1,0,0.76916814,1,Cible Prioritaire,0.013751326,0,Risque Moyen,ACTIVATION DATA — offre forfait illimité
C67084264,73,4G,A,Reseau indirect,0,0,0.76916814,1,Cible Prioritaire,0.013751326,0,Risque Moyen,ACTIVATION DATA — offre forfait illimité
C90434532,70,5G,A,Reseau indirect,1,0,0.7689974,1,Cible Prioritaire,0.008825538,0,Risque Faible,ACTIVATION DATA — offre forfait illimité
C10014054,83,4G,A,Reseau indirect,1,0,0.76869464,1,Cible Prioritaire,0.01078322,0,Risque Faible,ACTIVATION DATA — offre forfait illimité
C60406316,20,4G,A,Reseau indirect,1,0,0.76859456,1,Cible Prioritaire,0.033394642,0,Risque Moyen,ACTIVATION DATA — offre forfait illimité
C28915577,38,4G,A,Reseau indirect,1,1,0.76855403,1,Cible Prioritaire,0.9802793,1,Risque Eleve,RETENTION URGENTE — appel proactif immédiat
C74946710,3,4G,A,Reseau indirect,0,0,0.7685199,1,Cible Prioritaire,0.026099661,0,Risque Moyen,ACTIVATION DATA — offre forfait illimité
C19221933,126,4G,A,,0,0,0.76800865,1,Cible Prioritaire,0.007705208,0,Risque Faible,ACTIVATION DATA — offre forfait illimité
C68006710,3,4G,A,Reseau indirect,1,0,0.76799065,1,Cible Prioritaire,0.019880991,0,Risque Moyen,ACTIVATION DATA — offre forfait illimité
C21774232,84,5G,A,Reseau indirect,1,0,0.76791525,1,Cible Prioritaire,0.0061827507,0,Risque Faible,ACTIVATION DATA — offre forfait illimité
C18294261,71,4G,A,Reseau indirect,1,0,0.76789576,1,Cible Prioritaire,0.014356525,0,Risque Moyen,ACTIVATION DATA — offre forfait illimité
C23074509,71,4G,A,Reseau indirect,1,0,0.76789576,1,Cible Prioritaire,0.014356525,0,Risque Moyen,ACTIVATION DATA — offre forfait illimité
C29924499,71,4G,A,Reseau indirect,1,0,0.76789576,1,Cible Prioritaire,0.014356525,0,Risque Moyen,ACTIVATION DATA — offre forfait illimité
C98044122,81,4G,A,Reseau indirect,0,0,0.7677148,1,Cible Prioritaire,0.01165657,0,Risque Moyen,ACTIVATION DATA — offre forfait illimité
C19854148,81,4G,A,Reseau indirect,1,0,0.7677148,1,Cible Prioritaire,0.01165657,0,Risque Moyen,ACTIVATION DATA — offre forfait illimité
C56324591,66,5G,A,Reseau indirect,1,0,0.76754665,1,Cible Prioritaire,0.012514095,0,Risque Moyen,ACTIVATION DATA — offre forfait illimité
C42186271,21,4G,A,Reseau indirect,0,0,0.76750153,1,Cible Prioritaire,0.05676157,0,Risque Eleve,RETENTION URGENTE — appel proactif immédiat
C28034754,61,4G,A,Reseau indirect,0,0,0.7673474,1,Cible Prioritaire,0.01400547,0,Risque Moyen,ACTIVATION DATA — offre forfait illimité
C21076721,3,4G,A,Reseau indirect,1,0,0.766972,1,Cible Prioritaire,0.023988744,0,Risque Moyen,ACTIVATION DATA — offre forfait illimité
C85716721,3,4G,A,Reseau indirect,0,0,0.766972,1,Cible Prioritaire,0.023988744,0,Risque Moyen,ACTIVATION DATA — offre forfait illimité
C78286722,3,4G,A,Reseau indirect,1,0,0.766972,1,Cible Prioritaire,0.023988744,0,Risque Moyen,ACTIVATION DATA — offre forfait illimité
C51183977,84,4G,A,Reseau indirect,1,0,0.7667056,1,Cible Prioritaire,0.0074998937,0,Risque Faible,ACTIVATION DATA — offre forfait illimité
C59434003,83,4G,A,Reseau indirect,1,0,0.7667056,1,Cible Prioritaire,0.0074998937,0,Risque Faible,ACTIVATION DATA — offre forfait illimité
C49664202,73,4G,A,Reseau indirect,1,0,0.7666056,1,Cible Prioritaire,0.016968671,0,Risque Moyen,ACTIVATION DATA — offre forfait illimité
C67914765,61,4G,A,Reseau indirect,1,0,0.7664788,1,Cible Prioritaire,0.01400547,0,Risque Moyen,ACTIVATION DATA — offre forfait illimité
C87604669,63,4G,A,Reseau indirect,0,0,0.76629704,1,Cible Prioritaire,0.015019671,0,Risque Moyen,ACTIVATION DATA — offre forfait illimité
C11474641,64,4G,A,Reseau indirect,1,0,0.76629704,1,Cible Prioritaire,0.015348982,0,Risque Moyen,ACTIVATION DATA — offre forfait illimité
C75276704,3,4G,A,Reseau indirect,1,0,0.76623476,1,Cible Prioritaire,0.022696825,0,Risque Moyen,ACTIVATION DATA — offre forfait illimité
C00583956,85,4G,A,Reseau indirect,1,0,0.766176,1,Cible Prioritaire,0.011278275,0,Risque Faible,ACTIVATION DATA — offre forfait illimité
C70186706,3,4G,A,Reseau indirect,0,0,0.7659701,1,Cible Prioritaire,0.016890755,0,Risque Moyen,ACTIVATION DATA — offre forfait illimité
C27926710,3,4G,A,Reseau indirect,1,0,0.7659701,1,Cible Prioritaire,0.016890755,0,Risque Moyen,ACTIVATION DATA — offre forfait illimité
C10774082,81,4G,A,Reseau indirect,1,0,0.76572,1,Cible Prioritaire,0.008201292,0,Risque Faible,ACTIVATION DATA — offre forfait illimité
C31423580,81,4G,A,Reseau indirect,0,0,0.76572,1,Cible Prioritaire,0.008201292,0,Risque Faible,ACTIVATION DATA — offre forfait illimité
C27274115,77,4G,A,Reseau indirect,0,0,0.7657145,1,Cible Prioritaire,0.012525768,0,Risque Moyen,ACTIVATION DATA — offre forfait illimité
C91384279,76,4G,A,Reseau indirect,1,0,0.7657145,1,Cible Prioritaire,0.0122818,0,Risque Moyen,ACTIVATION DATA — offre forfait illimité
