ID,ANC_M,HANDSET,STATUT,OFFRE_CAT,RECENCY,FREQUENCY,MONETARY,NB_RECH_TOT,MNT_MOY,R_SCORE,F_SCORE,M_SCORE,RFM_SCORE,RFM_SCORE_STR,SEGMENT_RFM,TARGET_DATA
C00724836,58,4G,A,Bonus,1.0,10.0,54.0,18.0,5.4,1,2,1,4,121,Clients Perdus,1
C45874836,59,4G,A,Bonus 300%,0.0,10.0,153.0,61.0,15.3,4,2,3,9,423,Nouveaux Clients,1
C46484836,59,4G,A,Bonus 300%,0.0,12.0,579.0,347.0,48.25,4,4,5,13,445,Champions,1
C77934836,59,3G,A,Bonus 300%,0.0,12.0,95.0,87.0,7.916666666666667,4,4,2,10,442,Clients Ordinaires,0
C87204836,58,4G,A,Bonus 300%,0.0,12.0,196.0,64.0,16.333333333333332,4,4,3,11,443,Clients Fidèles,0
C98804836,59,4G,A,Bonus 300%,0.0,12.0,97.14,97.0,8.095,4,4,2,10,442,Clients Ordinaires,0
C35064838,59,4G,A,Bonus 300%,0.0,12.0,69.0,69.0,5.75,4,4,2,10,442,Clients Ordinaires,0
C47454839,59,2G,S,Bonus 300%,0.0,9.0,77.0,33.0,8.555555555555555,4,2,2,8,422,Nouveaux Clients,1
C9821_483,263,4G,A,Bonus 1500%,0.0,12.0,362.0,89.0,30.166666666666668,4,4,4,12,444,Champions,1
C89974839,58,4G,A,Bonus 300%,0.0,12.0,800.0,198.0,66.66666666666667,4,4,5,13,445,Champions,1
C0015_484,262,4G,A,Bonus,0.0,11.0,134.0,82.0,12.181818181818182,4,3,3,10,433,Clients Fidèles,1
C63574840,58,4G,A,Bonus 300%,0.0,12.0,95.0,83.0,7.916666666666667,4,4,2,10,442,Clients Ordinaires,1
C85694840,58,4G,A,Standard,0.0,12.0,481.0,232.0,40.083333333333336,4,4,5,13,445,Champions,1
C94134840,58,4G,A,Bonus 300%,0.0,12.0,612.4,403.0,51.03333333333333,4,4,5,13,445,Champions,1
C06604841,58,4G,A,Bonus 300%,0.0,12.0,357.0,260.0,29.75,4,4,4,12,444,Champions,0
C1470_484,257,2G,A,Bonus 1500%,0.0,12.0,377.0,123.0,31.416666666666668,4,4,4,12,444,Champions,1
C19374842,58,4G,A,Bonus 300%,0.0,12.0,55.0,55.0,4.583333333333333,4,4,1,9,441,Clients Ordinaires,1
C29794842,58,4G,A,Bonus 300%,0.0,12.0,130.0,114.0,10.833333333333334,4,4,3,11,443,Clients Fidèles,0
C2304_484,258,2G,A,Bonus 900%,0.0,12.0,544.0,136.0,45.333333333333336,4,4,5,13,445,Champions,0
C36274842,58,4G,S,Bonus 300%,0.0,12.0,109.0,81.0,9.083333333333334,4,4,2,10,442,Clients Ordinaires,0
C41434842,58,4G,A,Bonus 300%,1.0,7.0,28.0,8.0,4.0,1,1,1,3,111,Clients Perdus,1
C60624842,58,4G,A,Bonus 300%,0.0,12.0,44.0,44.0,3.6666666666666665,4,4,1,9,441,Clients Ordinaires,1
C74234842,58,2G,A,Standard,0.0,12.0,420.0,389.0,35.0,4,4,5,13,445,Champions,0
C10374843,58,2G,A,Bonus 300%,0.0,12.0,266.0,258.0,22.166666666666668,4,4,4,12,444,Champions,0
C12414843,58,4G,A,Bonus 300%,0.0,12.0,507.0,218.0,42.25,4,4,5,13,445,Champions,1
C3204_484,213,2G,A,Bonus 1500%,0.0,11.0,140.0,32.0,12.727272727272727,4,3,3,10,433,Clients Fidèles,0
C50954843,58,5G,A,Bonus 300%,0.0,12.0,159.0,99.0,13.25,4,4,3,11,443,Clients Fidèles,1
C78884843,58,4G,A,Standard,0.0,12.0,480.8,55.0,40.06666666666667,4,4,5,13,445,Champions,1
C98834843,58,4G,A,Bonus 300%,0.0,12.0,235.0,223.0,19.583333333333332,4,4,4,12,444,Champions,1
C34684844,58,4G,A,Bonus 300%,0.0,12.0,250.0,142.0,20.833333333333332,4,4,4,12,444,Champions,0
C39274844,58,4G,A,Bonus 300%,0.0,12.0,149.0,47.0,12.416666666666666,4,4,3,11,443,Clients Fidèles,1
C41034844,58,5G,S,Standard,2.0,9.0,71.0,18.0,7.888888888888889,1,2,2,5,122,Clients Perdus,1
C86984844,58,4G,A,Bonus 300%,0.0,12.0,658.0,262.0,54.833333333333336,4,4,5,13,445,Champions,1
C94784844,58,5G,A,Bonus 300%,0.0,12.0,193.0,114.0,16.083333333333332,4,4,3,11,443,Clients Fidèles,1
C17504845,58,2G,A,Bonus 300%,0.0,12.0,306.0,274.0,25.5,4,4,4,12,444,Champions,1
C39074845,58,4G,A,Standard,0.0,12.0,799.2,94.0,66.60000000000001,4,4,5,13,445,Champions,1
C71504845,58,4G,A,Bonus 300%,0.0,12.0,428.0,152.0,35.666666666666664,4,4,5,13,445,Champions,1
C04714846,58,4G,A,Bonus 300%,0.0,12.0,173.0,173.0,14.416666666666666,4,4,3,11,443,Clients Fidèles,1
C19814846,58,4G,A,Bonus 300%,0.0,12.0,834.0,757.0,69.5,4,4,5,13,445,Champions,1
C6304_484,259,2G,A,Standard,0.0,12.0,179.0,47.0,14.916666666666666,4,4,3,11,443,Clients Fidèles,0
C66214846,58,4G,A,Standard,0.0,4.0,51.0,11.0,12.75,4,1,1,6,411,Nouveaux Clients,1
C77034846,58,4G,A,Bonus,2.0,4.0,20.0,4.0,5.0,1,1,1,3,111,Clients Perdus,1
C78664846,58,2G,A,Bonus 300%,0.0,11.0,49.0,45.0,4.454545454545454,4,3,1,8,431,Clients Ordinaires,1
C86314846,58,4G,A,Standard,0.0,5.0,62.0,17.0,12.4,4,1,2,7,412,Nouveaux Clients,1
C6994_484,260,4G,A,Bonus 1500%,0.0,12.0,841.0,173.0,70.08333333333333,4,4,5,13,445,Champions,1
C7199_484,219,4G,A,Bonus 900%,0.0,12.0,224.0,44.0,18.666666666666668,4,4,4,12,444,Champions,1
C26444847,58,2G,A,Bonus 300%,0.0,12.0,227.0,223.0,18.916666666666668,4,4,4,12,444,Champions,1
C8665_484,244,4G,A,Bonus,0.0,12.0,323.0,39.0,26.916666666666668,4,4,4,12,444,Champions,1
C01064849,58,4G,A,Bonus 300%,0.0,12.0,518.0,466.0,43.166666666666664,4,4,5,13,445,Champions,1
C05634849,58,4G,A,Bonus 300%,0.0,6.0,301.0,93.0,50.166666666666664,4,1,4,9,414,Nouveaux Clients,1
C24414849,58,4G,A,Bonus 300%,0.0,3.0,10.0,10.0,3.3333333333333335,4,1,1,6,411,Nouveaux Clients,1
C42434849,58,5G,A,Standard,0.0,12.0,356.0,162.0,29.666666666666668,4,4,4,12,444,Champions,1
C58654849,58,4G,A,Bonus 300%,0.0,12.0,335.0,283.0,27.916666666666668,4,4,4,12,444,Champions,1
C99854849,58,5G,A,Bonus 300%,0.0,11.0,69.0,26.0,6.2727272727272725,4,3,2,9,432,Clients Ordinaires,1
C00514850,58,5G,A,Bonus 300%,0.0,12.0,579.0,217.0,48.25,4,4,5,13,445,Champions,1
C17494850,58,4G,A,Bonus 300%,0.0,12.0,319.0,87.0,26.583333333333332,4,4,4,12,444,Champions,1
C0857_485,254,2G,A,Bonus 1500%,0.0,12.0,486.0,98.0,40.5,4,4,5,13,445,Champions,1
C90814850,58,4G,A,Bonus 300%,0.0,10.0,53.0,21.0,5.3,4,2,1,7,421,Nouveaux Clients,1
C00084851,58,2G,A,Bonus 300%,0.0,12.0,71.0,71.0,5.916666666666667,4,4,2,10,442,Clients Ordinaires,1
C01064851,58,4G,A,Bonus 300%,0.0,7.0,208.0,76.0,29.714285714285715,4,1,3,8,413,Nouveaux Clients,1
C1060_485,261,2G,A,Bonus 900%,0.0,12.0,158.0,34.0,13.166666666666666,4,4,3,11,443,Clients Fidèles,0
C58504851,58,4G,A,Bonus 300%,0.0,12.0,515.0,448.0,42.916666666666664,4,4,5,13,445,Champions,1
C62684851,58,4G,A,Bonus,0.0,7.0,28.0,8.0,4.0,4,1,1,6,411,Nouveaux Clients,1
C68184851,58,4G,A,Bonus 300%,0.0,12.0,284.0,172.0,23.666666666666668,4,4,4,12,444,Champions,1
C2085_485,262,4G,A,Bonus 1000%,0.0,10.0,38.0,22.0,3.8,4,2,1,7,421,Nouveaux Clients,1
C22114852,58,4G,A,Standard,0.0,5.0,21.0,9.0,4.2,4,1,1,6,411,Nouveaux Clients,1
C23744852,58,4G,A,Bonus,2.0,4.0,16.0,4.0,4.0,1,1,1,3,111,Clients Perdus,1
C2365_485,214,4G,A,Bonus 1000%,0.0,12.0,415.0,73.0,34.583333333333336,4,4,5,13,445,Champions,1
C50294852,58,4G,S,Bonus 300%,0.0,10.0,51.0,41.0,5.1,4,2,1,7,421,Nouveaux Clients,1
C55164852,58,4G,A,Bonus 300%,0.0,12.0,199.0,143.0,16.583333333333332,4,4,3,11,443,Clients Fidèles,1
C2646_485,216,4G,A,Bonus 900%,0.0,9.0,65.0,17.0,7.222222222222222,4,2,2,8,422,Nouveaux Clients,1
C2687_485,215,2G,A,Bonus 1000%,0.0,12.0,150.0,54.0,12.5,4,4,3,11,443,Clients Fidèles,1
C09114853,58,4G,A,Bonus 300%,0.0,12.0,288.0,216.0,24.0,4,4,4,12,444,Champions,0
C13324853,58,5G,A,Bonus 300%,1.0,4.0,13.0,4.0,3.25,1,1,1,3,111,Clients Perdus,1
C3536_485,256,4G,A,Standard,0.0,12.0,36.0,36.0,3.0,4,4,1,9,441,Clients Ordinaires,1
C57204853,58,2G,A,Bonus 300%,0.0,11.0,120.0,112.0,10.909090909090908,4,3,2,9,432,Clients Ordinaires,1
C3626_485,254,4G,A,Standard,0.0,7.0,381.0,137.0,54.42857142857143,4,1,5,10,415,Nouveaux Clients,1
C71954853,58,5G,A,Standard,0.0,12.0,536.0,96.0,44.666666666666664,4,4,5,13,445,Champions,1
C88054853,58,4G,A,Standard,0.0,12.0,1059.0,1043.0,88.25,4,4,5,13,445,Champions,1
C91634853,58,4G,A,Bonus 300%,0.0,10.0,66.0,17.0,6.6,4,2,2,8,422,Nouveaux Clients,1
C08984854,58,2G,A,Bonus 300%,0.0,12.0,187.0,135.0,15.583333333333334,4,4,3,11,443,Clients Fidèles,1
C12024854,58,4G,A,Standard,0.0,5.0,23.0,7.0,4.6,4,1,1,6,411,Nouveaux Clients,1
C4125_485,242,2G,A,Standard,0.0,9.0,47.0,11.0,5.222222222222222,4,2,1,7,421,Nouveaux Clients,0
C4666_485,260,4G,A,Standard,0.0,12.0,74.0,46.0,6.166666666666667,4,4,2,10,442,Clients Ordinaires,1
C83234854,58,4G,A,Standard,0.0,11.0,514.0,70.0,46.72727272727273,4,3,5,12,435,Clients Fidèles,1
C87414854,58,4G,A,Bonus 300%,0.0,9.0,81.0,61.0,9.0,4,2,2,8,422,Nouveaux Clients,1
C95004854,58,4G,A,Bonus 300%,0.0,12.0,529.0,137.0,44.083333333333336,4,4,5,13,445,Champions,1
C97414854,58,5G,A,Bonus 300%,0.0,12.0,848.2,210.0,70.68333333333334,4,4,5,13,445,Champions,1
C5190_485,242,4G,A,Bonus 900%,0.0,12.0,291.0,59.0,24.25,4,4,4,12,444,Champions,1
C35204855,58,4G,A,Bonus,1.0,8.0,45.0,9.0,5.625,1,2,1,4,121,Clients Perdus,0
C6004_485,262,2G,A,Bonus 900%,0.0,12.0,274.0,58.0,22.833333333333332,4,4,4,12,444,Champions,0
C39464856,58,2G,A,Bonus 300%,0.0,12.0,234.0,58.0,19.5,4,4,4,12,444,Champions,0
C44194856,58,4G,A,Bonus 300%,0.0,12.0,527.7,169.0,43.975,4,4,5,13,445,Champions,0
C47364856,58,4G,A,Bonus 300%,0.0,12.0,746.0,161.0,62.166666666666664,4,4,5,13,445,Champions,1
C50414856,58,4G,A,Standard,0.0,12.0,240.0,42.0,20.0,4,4,4,12,444,Champions,1
C52784856,58,2G,A,Bonus,0.0,11.0,202.0,154.0,18.363636363636363,4,3,3,10,433,Clients Fidèles,1
C53724856,58,4G,A,Bonus 300%,0.0,9.0,206.0,58.0,22.88888888888889,4,2,3,9,423,Nouveaux Clients,1
C6587_485,262,4G,A,Standard,0.0,12.0,214.0,50.0,17.833333333333332,4,4,3,11,443,Clients Fidèles,1
C60864856,58,4G,A,Bonus 300%,0.0,11.0,112.0,63.0,10.181818181818182,4,3,2,9,432,Clients Ordinaires,1
C75394856,58,4G,A,Bonus 300%,0.0,9.0,85.0,29.0,9.444444444444445,4,2,2,8,422,Nouveaux Clients,1
C77614856,58,4G,A,Bonus 300%,0.0,12.0,454.0,366.0,37.833333333333336,4,4,5,13,445,Champions,1
C85694856,58,5G,A,Bonus 300%,0.0,10.0,275.56,124.0,27.556,4,2,4,10,424,Nouveaux Clients,1
C17634857,58,4G,A,Bonus 300%,0.0,12.0,291.0,131.0,24.25,4,4,4,12,444,Champions,0
C73154857,58,4G,A,Bonus 300%,0.0,11.0,143.0,37.0,13.0,4,3,3,10,433,Clients Fidèles,1
C84734857,58,4G,A,Bonus 300%,0.0,12.0,911.0,192.0,75.91666666666667,4,4,5,13,445,Champions,1
C7921_485,262,4G,A,Standard,1.0,4.0,20.0,4.0,5.0,1,1,1,3,111,Clients Perdus,1
C97734857,58,4G,A,Bonus 300%,0.0,12.0,364.0,96.0,30.333333333333332,4,4,4,12,444,Champions,0
C8151_485,259,4G,A,Bonus 900%,0.0,12.0,232.0,60.0,19.333333333333332,4,4,4,12,444,Champions,1
C27934858,58,4G,A,Bonus 300%,0.0,9.0,254.0,85.0,28.22222222222222,4,2,4,10,424,Nouveaux Clients,1
C42814858,58,4G,A,Bonus 300%,0.0,11.0,174.0,170.0,15.818181818181818,4,3,3,10,433,Clients Fidèles,1
C87704858,58,4G,A,Bonus 300%,0.0,12.0,189.0,149.0,15.75,4,4,3,11,443,Clients Fidèles,1
C43934859,58,4G,A,Standard,0.0,12.0,256.0,128.0,21.333333333333332,4,4,4,12,444,Champions,1
C9441_485,238,2G,A,Bonus 1500%,0.0,11.0,50.0,26.0,4.545454545454546,4,3,1,8,431,Clients Ordinaires,0
C46474859,58,4G,A,Bonus 300%,0.0,12.0,121.0,84.0,10.083333333333334,4,4,2,10,442,Clients Ordinaires,1
C64184859,58,4G,A,Bonus 300%,0.0,12.0,137.0,53.0,11.416666666666666,4,4,3,11,443,Clients Fidèles,1
C68494859,58,4G,A,Bonus 300%,0.0,12.0,489.0,105.0,40.75,4,4,5,13,445,Champions,1
C85444859,58,4G,A,Bonus 300%,0.0,12.0,435.0,41.0,36.25,4,4,5,13,445,Champions,1
C87124859,58,4G,A,Standard,0.0,7.0,44.0,13.0,6.285714285714286,4,1,1,6,411,Nouveaux Clients,1
C91134859,58,5G,A,Standard,0.0,11.0,243.0,58.0,22.09090909090909,4,3,4,11,434,Clients Fidèles,1
C45924860,58,4G,A,Bonus 300%,0.0,8.0,34.0,30.0,4.25,4,2,1,7,421,Nouveaux Clients,1
C0511_486,217,4G,A,Bonus 1500%,0.0,12.0,437.0,86.0,36.416666666666664,4,4,5,13,445,Champions,1
C56854860,58,4G,A,Bonus 300%,0.0,12.0,263.0,251.0,21.916666666666668,4,4,4,12,444,Champions,0
C13454861,58,4G,A,Bonus 300%,0.0,12.0,296.0,115.0,24.666666666666668,4,4,4,12,444,Champions,1
C1234_486,261,4G,A,Standard,1.0,5.0,17.0,5.0,3.4,1,1,1,3,111,Clients Perdus,0
C58144861,58,2G,A,Standard,0.0,9.0,72.0,16.0,8.0,4,2,2,8,422,Nouveaux Clients,0
C59194861,58,4G,A,Bonus 300%,0.0,12.0,248.0,240.0,20.666666666666668,4,4,4,12,444,Champions,1
C88234861,58,4G,A,Bonus 300%,0.0,12.0,679.0,110.0,56.583333333333336,4,4,5,13,445,Champions,1
C12224862,58,4G,A,Bonus 300%,0.0,12.0,369.0,321.0,30.75,4,4,4,12,444,Champions,1
C25504862,58,4G,A,Standard,0.0,12.0,266.0,141.0,22.166666666666668,4,4,4,12,444,Champions,1
C2306_486,261,5G,A,Standard,0.0,12.0,379.0,99.0,31.583333333333332,4,4,4,12,444,Champions,1
C50564862,57,4G,A,Bonus 300%,0.0,12.0,196.0,156.0,16.333333333333332,4,4,3,11,443,Clients Fidèles,1
C61224862,58,4G,A,Standard,1.0,5.0,54.0,18.0,10.8,1,1,1,3,111,Clients Perdus,0
C2625_486,254,5G,A,Standard,0.0,12.0,240.0,48.0,20.0,4,4,4,12,444,Champions,0
C67374862,57,4G,A,Bonus,0.0,11.0,98.0,25.0,8.909090909090908,4,3,2,9,432,Clients Ordinaires,1
C03394863,58,4G,A,Standard,0.0,12.0,516.0,145.0,43.0,4,4,5,13,445,Champions,1
C28674863,58,4G,A,Bonus 300%,0.0,12.0,287.0,129.0,23.916666666666668,4,4,4,12,444,Champions,1
C3331_486,257,4G,A,Bonus 1500%,0.0,12.0,84.0,52.0,7.0,4,4,2,10,442,Clients Ordinaires,1
C33554863,58,4G,A,Bonus,0.0,11.0,111.0,43.0,10.090909090909092,4,3,2,9,432,Clients Ordinaires,1
C37834863,58,4G,A,Bonus 300%,0.0,12.0,1068.0,436.0,89.0,4,4,5,13,445,Champions,1
C70974863,58,2G,A,Bonus 300%,0.0,12.0,54.0,46.0,4.5,4,4,1,9,441,Clients Ordinaires,0
C85494863,58,3G,A,Bonus 300%,0.0,12.0,149.0,92.0,12.416666666666666,4,4,3,11,443,Clients Fidèles,1
C33214864,57,4G,A,Bonus 300%,0.0,12.0,498.12,209.0,41.51,4,4,5,13,445,Champions,1
C38024864,57,4G,A,Bonus 300%,0.0,12.0,96.0,67.0,8.0,4,4,2,10,442,Clients Ordinaires,0
C62654864,57,4G,A,Standard,0.0,12.0,265.84000000000003,207.0,22.153333333333336,4,4,4,12,444,Champions,1
C74354864,58,2G,A,Bonus,0.0,12.0,230.0,226.0,19.166666666666668,4,4,4,12,444,Champions,1
C04744865,58,4G,A,Bonus 300%,0.0,12.0,597.0,136.0,49.75,4,4,5,13,445,Champions,1
C25844865,58,4G,A,Bonus 300%,0.0,12.0,573.0,553.0,47.75,4,4,5,13,445,Champions,1
C43584865,58,4G,A,Bonus 300%,8.0,1.0,5.0,1.0,5.0,1,1,1,3,111,Clients Perdus,1
C5634_486,261,5G,A,Bonus 1000%,0.0,12.0,1101.0,225.0,91.75,4,4,5,13,445,Champions,1
C79164865,57,4G,A,Bonus 300%,0.0,12.0,64.0,56.0,5.333333333333333,4,4,2,10,442,Clients Ordinaires,1
C03094866,58,2G,A,Bonus 300%,0.0,11.0,43.0,43.0,3.909090909090909,4,3,1,8,431,Clients Ordinaires,1
C05154866,58,nan,A,Standard,0.0,12.0,1113.0,409.0,92.75,4,4,5,13,445,Champions,1
C12294866,57,4G,A,Bonus 300%,0.0,12.0,131.0,110.0,10.916666666666666,4,4,3,11,443,Clients Fidèles,1
C20884866,58,4G,A,Bonus,0.0,12.0,557.0,136.0,46.416666666666664,4,4,5,13,445,Champions,1
C23604866,57,4G,A,Bonus 300%,0.0,12.0,304.0,136.0,25.333333333333332,4,4,4,12,444,Champions,1
C44744866,58,4G,S,Bonus 300%,1.0,9.0,62.0,37.0,6.888888888888889,1,2,2,5,122,Clients Perdus,1
C48234866,58,4G,A,Standard,0.0,12.0,97.0,25.0,8.083333333333334,4,4,2,10,442,Clients Ordinaires,1
C6918_486,245,2G,A,Bonus,0.0,12.0,254.0,154.0,21.166666666666668,4,4,4,12,444,Champions,0
C13124867,58,4G,A,Standard,0.0,10.0,91.0,40.0,9.1,4,2,2,8,422,Nouveaux Clients,1
C26054867,57,4G,A,Bonus,0.0,12.0,1076.0,404.0,89.66666666666667,4,4,5,13,445,Champions,1
C36594867,58,4G,A,Standard,0.0,12.0,231.0,223.0,19.25,4,4,4,12,444,Champions,1
C7609_486,261,3G,A,Bonus 1500%,0.0,12.0,479.0,99.0,39.916666666666664,4,4,5,13,445,Champions,1
C62864867,58,2G,S,Bonus 300%,4.0,3.0,15.0,3.0,5.0,1,1,1,3,111,Clients Perdus,0
C77074867,57,2G,A,Bonus,0.0,11.0,65.0,55.0,5.909090909090909,4,3,2,9,432,Clients Ordinaires,1
C87874867,57,4G,A,Bonus 300%,0.0,8.0,33.0,25.0,4.125,4,2,1,7,421,Nouveaux Clients,1
C12344868,57,4G,A,Bonus 300%,0.0,12.0,47.0,47.0,3.9166666666666665,4,4,1,9,441,Clients Ordinaires,1
C8614_486,257,nan,A,Bonus 900%,0.0,12.0,284.0,64.0,23.666666666666668,4,4,4,12,444,Champions,1
C78174868,58,4G,A,Standard,2.0,4.0,20.0,4.0,5.0,1,1,1,3,111,Clients Perdus,1
C91454868,58,2G,A,Bonus 300%,0.0,12.0,200.0,38.0,16.666666666666668,4,4,3,11,443,Clients Fidèles,0
C15734869,58,4G,A,Bonus 300%,0.0,12.0,533.0,338.0,44.416666666666664,4,4,5,13,445,Champions,1
C50644869,58,4G,A,Bonus 300%,0.0,12.0,231.0,146.0,19.25,4,4,4,12,444,Champions,1
C89364869,58,nan,A,Bonus 300%,0.0,12.0,238.0,130.0,19.833333333333332,4,4,4,12,444,Champions,1
C99544869,58,4G,A,Bonus,0.0,9.0,260.0,139.0,28.88888888888889,4,2,4,10,424,Nouveaux Clients,1
C05654870,58,4G,A,Bonus,0.0,12.0,239.0,59.0,19.916666666666668,4,4,4,12,444,Champions,1
C25604870,58,2G,A,Bonus 300%,0.0,12.0,1777.0,374.0,148.08333333333334,4,4,5,13,445,Champions,1
C31484870,58,4G,A,Standard,0.0,12.0,565.7,384.0,47.14166666666667,4,4,5,13,445,Champions,1
C39484870,57,4G,A,Bonus 300%,0.0,12.0,185.0,86.0,15.416666666666666,4,4,3,11,443,Clients Fidèles,1
C58034870,58,4G,A,Bonus 300%,0.0,12.0,476.0,192.0,39.666666666666664,4,4,5,13,445,Champions,1
C63614870,58,4G,A,Bonus,0.0,11.0,304.0,56.0,27.636363636363637,4,3,4,11,434,Clients Fidèles,1
C85814870,58,4G,A,Bonus,0.0,5.0,28.0,8.0,5.6,4,1,1,6,411,Nouveaux Clients,1
C93854870,58,5G,A,Bonus 300%,0.0,12.0,284.0,188.0,23.666666666666668,4,4,4,12,444,Champions,1
C13074871,58,4G,S,Bonus 300%,0.0,12.0,35.0,31.0,2.9166666666666665,4,4,1,9,441,Clients Ordinaires,1
C18364871,57,5G,A,Bonus 300%,0.0,5.0,64.0,12.0,12.8,4,1,2,7,412,Nouveaux Clients,1
C20064871,58,4G,A,Bonus 300%,2.0,5.0,105.0,7.0,21.0,1,1,2,4,112,Clients Perdus,1
C49414871,58,2G,A,Bonus 300%,0.0,12.0,43.0,43.0,3.5833333333333335,4,4,1,9,441,Clients Ordinaires,1
C73484871,58,4G,A,Bonus 300%,0.0,12.0,385.0,109.0,32.083333333333336,4,4,5,13,445,Champions,1
C91074871,58,nan,A,Bonus 300%,0.0,12.0,308.0,120.0,25.666666666666668,4,4,4,12,444,Champions,1
C14494872,58,4G,A,Standard,0.0,7.0,79.0,26.0,11.285714285714286,4,1,2,7,412,Nouveaux Clients,1
C2574_487,247,4G,A,Bonus 1500%,0.0,12.0,170.0,34.0,14.166666666666666,4,4,3,11,443,Clients Fidèles,1
C80954872,58,4G,A,Bonus 300%,0.0,12.0,369.0,192.0,30.75,4,4,4,12,444,Champions,1
C86584872,58,4G,A,Bonus 300%,0.0,10.0,82.0,72.0,8.2,4,2,2,8,422,Nouveaux Clients,1
C2923_487,261,4G,A,Bonus 1000%,0.0,9.0,66.0,14.0,7.333333333333333,4,2,2,8,422,Nouveaux Clients,0
C41074873,57,3G,A,Bonus,0.0,11.0,199.0,145.0,18.09090909090909,4,3,3,10,433,Clients Fidèles,1
C76824873,57,4G,A,Bonus 300%,0.0,12.0,659.0,543.0,54.916666666666664,4,4,5,13,445,Champions,0
C26264874,57,5G,A,Standard,0.0,10.0,152.0,59.0,15.2,4,2,3,9,423,Nouveaux Clients,1
C31984874,57,4G,A,Bonus,0.0,12.0,175.0,75.0,14.583333333333334,4,4,3,11,443,Clients Fidèles,1
C84624874,57,3G,A,Standard,0.0,12.0,505.0,105.0,42.083333333333336,4,4,5,13,445,Champions,1
C98404874,57,4G,A,Bonus,1.0,5.0,40.0,8.0,8.0,1,1,1,3,111,Clients Perdus,1
C05284875,57,4G,A,Standard,0.0,12.0,597.0,120.0,49.75,4,4,5,13,445,Champions,1
C45204875,57,4G,A,Standard,0.0,11.0,435.0,35.0,39.54545454545455,4,3,5,12,435,Clients Fidèles,1
C69454875,57,4G,A,Bonus 300%,0.0,12.0,744.0,186.0,62.0,4,4,5,13,445,Champions,1
C04174876,57,2G,A,Standard,0.0,12.0,523.0,175.0,43.583333333333336,4,4,5,13,445,Champions,1
C68344876,57,4G,A,Bonus 300%,0.0,12.0,120.0,120.0,10.0,4,4,2,10,442,Clients Ordinaires,1
C75834876,57,4G,A,Bonus 300%,0.0,12.0,240.0,199.0,20.0,4,4,4,12,444,Champions,1
C77554876,57,4G,A,Bonus 300%,0.0,12.0,178.0,45.0,14.833333333333334,4,4,3,11,443,Clients Fidèles,1
C99194876,57,5G,A,Bonus 300%,0.0,6.0,423.0,16.0,70.5,4,1,5,10,415,Nouveaux Clients,1
C00654877,57,4G,A,Bonus 300%,0.0,11.0,47.0,19.0,4.2727272727272725,4,3,1,8,431,Clients Ordinaires,1
C7339_487,261,4G,A,Bonus 1500%,0.0,12.0,157.7,65.0,13.141666666666666,4,4,3,11,443,Clients Fidèles,1
C38504877,57,4G,A,Bonus,0.0,12.0,35.0,35.0,2.9166666666666665,4,4,1,9,441,Clients Ordinaires,0
C63864877,57,4G,S,Bonus 300%,0.0,12.0,29.0,29.0,2.4166666666666665,4,4,1,9,441,Clients Ordinaires,1
C70504877,57,4G,A,Bonus 300%,0.0,12.0,195.0,153.0,16.25,4,4,3,11,443,Clients Fidèles,1
C71084877,57,4G,A,Standard,0.0,8.0,115.0,39.0,14.375,4,2,2,8,422,Nouveaux Clients,1
C7879_487,260,2G,A,Bonus 1500%,0.0,7.0,52.0,12.0,7.428571428571429,4,1,1,6,411,Nouveaux Clients,1
C7916_487,261,4G,A,Bonus 900%,0.0,12.0,175.0,35.0,14.583333333333334,4,4,3,11,443,Clients Fidèles,1
C97244877,57,4G,A,Bonus 300%,0.0,12.0,319.0,219.0,26.583333333333332,4,4,4,12,444,Champions,1
C05554878,57,4G,A,Bonus 300%,0.0,12.0,321.0,113.0,26.75,4,4,4,12,444,Champions,0
C38254878,57,4G,A,Bonus 300%,0.0,12.0,63.0,55.0,5.25,4,4,2,10,442,Clients Ordinaires,1
C42214878,57,2G,A,Standard,0.0,12.0,510.0,510.0,42.5,4,4,5,13,445,Champions,1
C55184878,57,2G,A,Bonus,0.0,12.0,95.0,19.0,7.916666666666667,4,4,2,10,442,Clients Ordinaires,1
C56234878,57,5G,A,Standard,0.0,12.0,226.0,48.0,18.833333333333332,4,4,4,12,444,Champions,1
C8580_487,242,4G,A,Standard,0.0,12.0,477.0,477.0,39.75,4,4,5,13,445,Champions,1
C8617_487,262,4G,A,Bonus 1500%,0.0,12.0,73.0,61.0,6.083333333333333,4,4,2,10,442,Clients Ordinaires,1
C78714878,57,4G,A,Bonus 300%,0.0,12.0,345.0,81.0,28.75,4,4,4,12,444,Champions,1
C02994879,57,4G,A,Bonus,0.0,12.0,339.0,115.0,28.25,4,4,4,12,444,Champions,1
C9182_487,241,2G,A,Bonus 1000%,0.0,9.0,52.0,36.0,5.777777777777778,4,2,1,7,421,Nouveaux Clients,1
C68084879,57,4G,A,Bonus 300%,0.0,9.0,267.0,54.0,29.666666666666668,4,2,4,10,424,Nouveaux Clients,1
C9870_487,253,4G,A,Bonus 1500%,0.0,3.0,20.0,4.0,6.666666666666667,4,1,1,6,411,Nouveaux Clients,1
C08974880,57,5G,A,Bonus 300%,0.0,8.0,154.0,138.0,19.25,4,2,3,9,423,Nouveaux Clients,1
