ID,ANC_M,HANDSET,STATUT,OFFRE_CAT,RECENCY,FREQUENCY,MONETARY,NB_RECH_TOT,MNT_MOY,R_SCORE,F_SCORE,M_SCORE,RFM_SCORE,RFM_SCORE_STR,SEGMENT_RFM,TARGET_DATA
C77952177,125,4G,A,Bonus,0.0,12.0,378.0,47.0,31.5,5,3,4,12,534,Clients Fidèles,1
C97122178,128,4G,A,Bonus 300%,0.0,12.0,595.0,499.0,49.583333333333336,5,3,5,13,535,Clients Fidèles,1
C57802179,128,2G,A,Bonus 300%,0.0,11.0,42.0,26.0,3.8181818181818183,5,2,1,8,521,Nouveaux Clients,0
C81792179,128,4G,A,Bonus 300%,0.0,10.0,566.0,166.0,56.6,5,2,5,12,525,Nouveaux Clients,1
C85302179,127,4G,A,Bonus 300%,0.0,12.0,258.0,58.0,21.5,5,3,4,12,534,Clients Fidèles,1
C20942180,125,4G,A,Bonus,0.0,11.0,177.0,69.0,16.09090909090909,5,2,3,10,523,Nouveaux Clients,1
C51682181,123,2G,A,Bonus,0.0,12.0,419.0,91.0,34.916666666666664,5,3,5,13,535,Clients Fidèles,0
C88132181,125,4G,A,Bonus,0.0,12.0,980.0,260.0,81.66666666666667,5,3,5,13,535,Clients Fidèles,1
C39292184,122,4G,A,Bonus,0.0,12.0,308.0,104.0,25.666666666666668,5,3,4,12,534,Clients Fidèles,1
C00062185,131,4G,A,Bonus 900%,0.0,12.0,58.0,46.0,4.833333333333333,5,3,2,10,532,Clients Ordinaires,1
C08022185,131,4G,A,Bonus,0.0,11.0,46.0,36.0,4.181818181818182,5,2,1,8,521,Nouveaux Clients,1
C32452185,132,5G,A,Bonus 1500%,0.0,11.0,64.0,28.0,5.818181818181818,5,2,2,9,522,Nouveaux Clients,1
C51062185,131,2G,A,Bonus 1000%,0.0,12.0,316.0,68.0,26.333333333333332,5,3,4,12,534,Clients Fidèles,1
C69082185,131,4G,A,Bonus 1500%,0.0,12.0,53.0,21.0,4.416666666666667,5,3,1,9,531,Clients Ordinaires,1
C76092185,132,4G,A,Bonus 1500%,0.0,12.0,239.0,55.0,19.916666666666668,5,3,4,12,534,Clients Fidèles,1
C83402185,131,4G,A,Bonus 1500%,0.0,12.0,238.0,82.0,19.833333333333332,5,3,4,12,534,Clients Fidèles,0
C96372185,132,4G,A,Bonus 1500%,0.0,12.0,251.0,55.0,20.916666666666668,5,3,4,12,534,Clients Fidèles,1
C96602185,128,4G,A,Bonus 1500%,0.0,12.0,216.0,160.0,18.0,5,3,3,11,533,Clients Fidèles,1
C13432186,131,4G,A,Bonus 1500%,0.0,12.0,247.0,50.0,20.583333333333332,5,3,4,12,534,Clients Fidèles,1
C17362186,130,2G,A,Bonus 1000%,0.0,12.0,375.28,270.0,31.27333333333333,5,3,4,12,534,Clients Fidèles,1
C54952186,129,4G,A,Bonus 1500%,0.0,12.0,622.0,134.0,51.833333333333336,5,3,5,13,535,Clients Fidèles,1
C59182186,129,5G,A,Bonus 1000%,1.0,5.0,14.0,6.0,2.8,1,1,1,3,111,Clients Perdus,1
C63522186,130,4G,A,Bonus 1000%,0.0,12.0,121.0,25.0,10.083333333333334,5,3,2,10,532,Clients Ordinaires,1
C74012186,128,4G,A,Bonus,0.0,9.0,110.0,18.0,12.222222222222221,5,2,2,9,522,Nouveaux Clients,1
C78772186,129,4G,A,Bonus 1500%,0.0,12.0,799.0,226.0,66.58333333333333,5,3,5,13,535,Clients Fidèles,1
C87222186,129,2G,S,Bonus 300%,0.0,11.0,26.0,26.0,2.3636363636363638,5,2,1,8,521,Nouveaux Clients,0
C12372187,132,4G,A,Bonus 1000%,0.0,11.0,124.0,35.0,11.272727272727273,5,2,2,9,522,Nouveaux Clients,1
C88252187,132,4G,A,Bonus 1500%,0.0,12.0,220.0,43.0,18.333333333333332,5,3,3,11,533,Clients Fidèles,1
C7935_218,210,4G,A,Bonus 1500%,0.0,12.0,357.0,73.0,29.75,5,3,4,12,534,Clients Fidèles,1
C05742188,131,2G,A,Bonus 1000%,0.0,12.0,145.0,29.0,12.083333333333334,5,3,3,11,533,Clients Fidèles,0
C15432188,131,4G,A,Bonus 1000%,0.0,12.0,425.0,85.0,35.416666666666664,5,3,5,13,535,Clients Fidèles,1
C66872188,130,4G,A,Bonus 1500%,0.0,12.0,53.0,17.0,4.416666666666667,5,3,1,9,531,Clients Ordinaires,1
C73082188,132,4G,A,Bonus 1000%,0.0,12.0,394.0,81.0,32.833333333333336,5,3,5,13,535,Clients Fidèles,1
C09972189,131,4G,A,Bonus 1000%,0.0,12.0,314.0,78.0,26.166666666666668,5,3,4,12,534,Clients Fidèles,1
C10112189,131,4G,A,Bonus 1500%,0.0,11.0,24.0,20.0,2.1818181818181817,5,2,1,8,521,Nouveaux Clients,1
C13362189,131,4G,A,Bonus 1500%,0.0,12.0,357.0,73.0,29.75,5,3,4,12,534,Clients Fidèles,1
C9474_218,211,2G,A,Bonus 1500%,0.0,12.0,154.0,154.0,12.833333333333334,5,3,3,11,533,Clients Fidèles,0
C08282190,132,4G,A,Standard,0.0,11.0,219.2,60.0,19.927272727272726,5,2,3,10,523,Nouveaux Clients,0
C13972190,132,3G,A,Standard,0.0,12.0,228.0,160.0,19.0,5,3,4,12,534,Clients Fidèles,1
C18132190,131,4G,A,Bonus 1500%,0.0,12.0,237.0,49.0,19.75,5,3,4,12,534,Clients Fidèles,0
C52522190,131,4G,A,Bonus 2000%,0.0,12.0,303.0,63.0,25.25,5,3,4,12,534,Clients Fidèles,0
C59612190,131,4G,A,Bonus 1500%,0.0,12.0,202.0,42.0,16.833333333333332,5,3,3,11,533,Clients Fidèles,1
C82662190,130,2G,A,Bonus 1500%,0.0,12.0,185.0,37.0,15.416666666666666,5,3,3,11,533,Clients Fidèles,0
C02962191,131,5G,A,Bonus 1000%,0.0,11.0,53.0,37.0,4.818181818181818,5,2,1,8,521,Nouveaux Clients,1
C03452191,130,4G,A,Bonus 1500%,0.0,12.0,202.0,102.0,16.833333333333332,5,3,3,11,533,Clients Fidèles,1
C03642191,127,3G,A,Bonus 1000%,0.0,10.0,126.0,26.0,12.6,5,2,2,9,522,Nouveaux Clients,1
C20012191,129,4G,A,Bonus 1500%,0.0,12.0,223.0,111.0,18.583333333333332,5,3,4,12,534,Clients Fidèles,1
C27572191,131,2G,A,Bonus 300%,0.0,12.0,268.0,196.0,22.333333333333332,5,3,4,12,534,Clients Fidèles,0
C48952191,131,4G,A,Standard,0.0,12.0,224.0,97.0,18.666666666666668,5,3,4,12,534,Clients Fidèles,1
C52682191,124,2G,A,Bonus 1000%,0.0,12.0,183.0,39.0,15.25,5,3,3,11,533,Clients Fidèles,0
C78512191,126,4G,A,Bonus 1500%,0.0,12.0,643.0,119.0,53.583333333333336,5,3,5,13,535,Clients Fidèles,1
C87212191,131,2G,A,Bonus 1500%,0.0,12.0,175.0,119.0,14.583333333333334,5,3,3,11,533,Clients Fidèles,1
C05622192,130,4G,A,Bonus 1500%,0.0,12.0,559.0,105.0,46.583333333333336,5,3,5,13,535,Clients Fidèles,1
C16972192,131,2G,A,Bonus 1000%,0.0,12.0,394.0,189.0,32.833333333333336,5,3,5,13,535,Clients Fidèles,0
C53052192,131,4G,A,Bonus 2000%,0.0,11.0,187.0,46.0,17.0,5,2,3,10,523,Nouveaux Clients,1
C77072192,131,2G,A,Bonus,1.0,9.0,55.0,11.0,6.111111111111111,1,2,1,4,121,Clients Perdus,0
C05752193,131,4G,A,Bonus 1000%,0.0,10.0,89.0,41.0,8.9,5,2,2,9,522,Nouveaux Clients,1
C09382193,131,4G,A,Bonus 1000%,0.0,12.0,110.0,82.0,9.166666666666666,5,3,2,10,532,Clients Ordinaires,1
C30332193,131,4G,A,Bonus 1500%,0.0,12.0,209.0,60.0,17.416666666666668,5,3,3,11,533,Clients Fidèles,1
C64322193,131,2G,A,Standard,1.0,7.0,46.0,8.0,6.571428571428571,1,1,1,3,111,Clients Perdus,0
C94722193,130,4G,A,Bonus 1500%,0.0,12.0,174.0,38.0,14.5,5,3,3,11,533,Clients Fidèles,0
C41842194,131,4G,A,Bonus 1000%,0.0,12.0,251.0,66.0,20.916666666666668,5,3,4,12,534,Clients Fidèles,1
C35672195,128,4G,A,Bonus 1000%,0.0,12.0,170.0,34.0,14.166666666666666,5,3,3,11,533,Clients Fidèles,1
C49992195,128,4G,A,Bonus 1000%,0.0,12.0,238.0,90.0,19.833333333333332,5,3,4,12,534,Clients Fidèles,0
C60282195,130,2G,A,Bonus 1000%,0.0,12.0,78.0,46.0,6.5,5,3,2,10,532,Clients Ordinaires,1
C67002195,130,4G,A,Bonus,0.0,1.0,1.0,1.0,1.0,5,1,1,7,511,Nouveaux Clients,1
C78162195,129,4G,A,Bonus 300%,0.0,9.0,271.0,46.0,30.11111111111111,5,2,4,11,524,Nouveaux Clients,1
C98642195,130,4G,A,Bonus 1000%,0.0,12.0,68.0,56.0,5.666666666666667,5,3,2,10,532,Clients Ordinaires,1
C13212196,131,5G,A,Bonus 1000%,0.0,12.0,85.0,17.0,7.083333333333333,5,3,2,10,532,Clients Ordinaires,0
C24692196,131,4G,A,Bonus 1000%,0.0,12.0,190.0,42.0,15.833333333333334,5,3,3,11,533,Clients Fidèles,1
C97962196,131,4G,A,Bonus 1500%,0.0,12.0,212.0,56.0,17.666666666666668,5,3,3,11,533,Clients Fidèles,0
C08152197,131,5G,A,Bonus 1500%,0.0,12.0,321.0,44.0,26.75,5,3,4,12,534,Clients Fidèles,1
C13982197,131,4G,A,Standard,0.0,12.0,455.0,111.0,37.916666666666664,5,3,5,13,535,Clients Fidèles,1
C16502197,131,4G,A,Bonus 1500%,0.0,12.0,79.0,55.0,6.583333333333333,5,3,2,10,532,Clients Ordinaires,1
C29122197,130,4G,A,Bonus 1500%,0.0,12.0,186.0,69.0,15.5,5,3,3,11,533,Clients Fidèles,1
C42852197,131,4G,A,Bonus 1500%,0.0,12.0,48.0,44.0,4.0,5,3,1,9,531,Clients Ordinaires,0
C44372197,129,4G,A,Standard,0.0,12.0,235.14,194.0,19.595,5,3,4,12,534,Clients Fidèles,1
C49862197,130,5G,A,Standard,0.0,9.0,289.0,23.0,32.111111111111114,5,2,4,11,524,Nouveaux Clients,1
C72672197,130,4G,A,Standard,0.0,12.0,330.0,175.0,27.5,5,3,4,12,534,Clients Fidèles,1
C83992197,131,4G,A,Bonus 1500%,0.0,6.0,24.0,8.0,4.0,5,1,1,7,511,Nouveaux Clients,1
C01532198,127,4G,A,Bonus 1000%,1.0,11.0,109.0,33.0,9.909090909090908,1,2,2,5,122,Clients Perdus,1
C01742198,130,3G,A,Bonus 1500%,0.0,12.0,159.0,110.0,13.25,5,3,3,11,533,Clients Fidèles,1
C04152198,130,4G,A,Bonus,0.0,12.0,729.0,613.0,60.75,5,3,5,13,535,Clients Fidèles,0
C11502198,131,2G,A,Bonus,0.0,12.0,571.0,285.0,47.583333333333336,5,3,5,13,535,Clients Fidèles,1
C12932198,131,4G,A,Bonus,0.0,10.0,70.0,14.0,7.0,5,2,2,9,522,Nouveaux Clients,1
C07972199,130,4G,A,Bonus 1500%,0.0,12.0,403.0,95.0,33.583333333333336,5,3,5,13,535,Clients Fidèles,1
C46852199,131,4G,A,Bonus 1000%,0.0,12.0,215.0,63.0,17.916666666666668,5,3,3,11,533,Clients Fidèles,1
C49592199,131,4G,A,Bonus 1500%,0.0,12.0,136.0,76.0,11.333333333333334,5,3,3,11,533,Clients Fidèles,1
C66062199,131,4G,A,Bonus 1000%,0.0,12.0,168.0,36.0,14.0,5,3,3,11,533,Clients Fidèles,1
C84652199,129,2G,A,Bonus 1500%,0.0,11.0,33.0,33.0,3.0,5,2,1,8,521,Nouveaux Clients,1
C85782199,130,4G,A,Bonus 1500%,0.0,12.0,214.0,210.0,17.833333333333332,5,3,3,11,533,Clients Fidèles,1
C85962199,126,4G,A,Bonus 1000%,0.0,12.0,137.0,133.0,11.416666666666666,5,3,3,11,533,Clients Fidèles,1
C02832200,131,4G,A,Bonus 1000%,0.0,12.0,419.0,251.0,34.916666666666664,5,3,5,13,535,Clients Fidèles,1
C14712200,131,2G,A,Bonus,0.0,12.0,207.0,47.0,17.25,5,3,3,11,533,Clients Fidèles,1
C59372200,130,4G,A,Bonus 300%,0.0,8.0,114.0,50.0,14.25,5,2,2,9,522,Nouveaux Clients,1
C65442200,130,4G,A,Bonus 1500%,0.0,12.0,105.0,45.0,8.75,5,3,2,10,532,Clients Ordinaires,1
C65942200,128,5G,A,Bonus 1000%,0.0,12.0,149.0,109.0,12.416666666666666,5,3,3,11,533,Clients Fidèles,1
C83012200,131,2G,A,Bonus 1500%,0.0,12.0,531.0,127.0,44.25,5,3,5,13,535,Clients Fidèles,1
C90512200,131,2G,A,Bonus 1500%,2.0,5.0,27.0,7.0,5.4,1,1,1,3,111,Clients Perdus,1
C29352201,130,4G,A,Bonus 1000%,0.0,12.0,170.0,62.0,14.166666666666666,5,3,3,11,533,Clients Fidèles,1
C53192201,130,4G,A,Bonus 1500%,0.0,12.0,199.0,47.0,16.583333333333332,5,3,3,11,533,Clients Fidèles,1
C75252201,130,4G,A,Bonus 300%,0.0,12.0,179.42000000000002,138.0,14.951666666666668,5,3,3,11,533,Clients Fidèles,0
C04422202,130,5G,A,Bonus 1500%,0.0,12.0,700.0,34.0,58.333333333333336,5,3,5,13,535,Clients Fidèles,1
C05822202,131,4G,A,Bonus 1000%,0.0,12.0,77.0,45.0,6.416666666666667,5,3,2,10,532,Clients Ordinaires,1
C18172202,131,5G,A,Bonus 1500%,0.0,9.0,49.0,13.0,5.444444444444445,5,2,1,8,521,Nouveaux Clients,1
C26252202,124,nan,A,Bonus 1500%,0.0,12.0,256.0,52.0,21.333333333333332,5,3,4,12,534,Clients Fidèles,0
C36142202,129,4G,A,Bonus 1500%,0.0,12.0,317.0,71.0,26.416666666666668,5,3,4,12,534,Clients Fidèles,0
C52342202,130,2G,A,Bonus 1000%,0.0,12.0,112.0,108.0,9.333333333333334,5,3,2,10,532,Clients Ordinaires,0
C35632203,131,2G,A,Bonus 1000%,0.0,10.0,155.0,35.0,15.5,5,2,3,10,523,Nouveaux Clients,1
C83412203,131,4G,A,Bonus 1500%,0.0,12.0,158.0,126.0,13.166666666666666,5,3,3,11,533,Clients Fidèles,1
C85642203,130,4G,A,Bonus 1500%,0.0,12.0,84.0,80.0,7.0,5,3,2,10,532,Clients Ordinaires,1
C87582203,131,4G,A,Bonus 1000%,0.0,12.0,244.0,236.0,20.333333333333332,5,3,4,12,534,Clients Fidèles,1
C35622204,131,2G,A,Bonus 1500%,0.0,12.0,66.0,66.0,5.5,5,3,2,10,532,Clients Ordinaires,0
C46152204,130,5G,A,Bonus 1500%,0.0,12.0,220.0,64.0,18.333333333333332,5,3,3,11,533,Clients Fidèles,1
C02582205,130,4G,A,Bonus 1500%,0.0,12.0,64.0,36.0,5.333333333333333,5,3,2,10,532,Clients Ordinaires,1
C32472205,130,4G,A,Bonus 1000%,0.0,12.0,185.0,41.0,15.416666666666666,5,3,3,11,533,Clients Fidèles,1
C45652205,131,2G,A,Bonus 1500%,0.0,12.0,326.54,69.0,27.21166666666667,5,3,4,12,534,Clients Fidèles,1
C71812205,131,5G,A,Bonus 1500%,0.0,12.0,83.0,70.0,6.916666666666667,5,3,2,10,532,Clients Ordinaires,1
C26622207,128,5G,A,Bonus 1500%,0.0,12.0,214.0,54.0,17.833333333333332,5,3,3,11,533,Clients Fidèles,1
C41902207,128,4G,A,Bonus 1500%,0.0,12.0,201.0,113.0,16.75,5,3,3,11,533,Clients Fidèles,1
C44862207,131,2G,A,Bonus 1500%,0.0,12.0,232.0,68.0,19.333333333333332,5,3,4,12,534,Clients Fidèles,1
C47562207,130,4G,A,Bonus 1500%,0.0,12.0,275.0,55.0,22.916666666666668,5,3,4,12,534,Clients Fidèles,1
C47932207,130,4G,A,Bonus 1500%,0.0,12.0,155.0,155.0,12.916666666666666,5,3,3,11,533,Clients Fidèles,1
C54332207,130,nan,A,Bonus 1500%,0.0,12.0,374.0,262.0,31.166666666666668,5,3,4,12,534,Clients Fidèles,1
C66692207,119,4G,A,Bonus 1000%,0.0,12.0,621.0,125.0,51.75,5,3,5,13,535,Clients Fidèles,1
C68312207,129,4G,A,Bonus 1000%,0.0,12.0,530.0,77.0,44.166666666666664,5,3,5,13,535,Clients Fidèles,1
C74802207,129,2G,A,Bonus,0.0,12.0,131.0,35.0,10.916666666666666,5,3,3,11,533,Clients Fidèles,1
C90092207,130,4G,A,Bonus,0.0,8.0,67.0,43.0,8.375,5,2,2,9,522,Nouveaux Clients,1
C90122207,130,2G,A,Bonus 1500%,0.0,9.0,308.0,284.0,34.22222222222222,5,2,4,11,524,Nouveaux Clients,1
C00652208,130,4G,A,Bonus 1500%,0.0,12.0,235.5,158.0,19.625,5,3,4,12,534,Clients Fidèles,1
C12452208,130,4G,A,Bonus 1500%,0.0,12.0,55.0,51.0,4.583333333333333,5,3,1,9,531,Clients Ordinaires,0
C19802208,130,4G,A,Standard,0.0,12.0,971.0,663.0,80.91666666666667,5,3,5,13,535,Clients Fidèles,1
C21712208,130,2G,A,Bonus 1000%,0.0,12.0,219.0,55.0,18.25,5,3,3,11,533,Clients Fidèles,1
C36262208,131,2G,A,Bonus 1000%,0.0,12.0,796.0,188.0,66.33333333333333,5,3,5,13,535,Clients Fidèles,1
C65362208,130,2G,A,Standard,0.0,11.0,134.0,30.0,12.181818181818182,5,2,3,10,523,Nouveaux Clients,1
C73232208,124,4G,A,Bonus 1000%,0.0,12.0,330.0,78.0,27.5,5,3,4,12,534,Clients Fidèles,1
C74372208,107,5G,A,Standard,0.0,12.0,75.0,19.0,6.25,5,3,2,10,532,Clients Ordinaires,1
C78292208,129,2G,A,Bonus 1500%,0.0,12.0,180.0,36.0,15.0,5,3,3,11,533,Clients Fidèles,0
C82722208,130,4G,A,Standard,0.0,12.0,339.0,155.0,28.25,5,3,4,12,534,Clients Fidèles,0
C13702209,130,4G,A,Bonus,0.0,8.0,78.0,22.0,9.75,5,2,2,9,522,Nouveaux Clients,1
C20432209,130,4G,A,Bonus 1000%,0.0,12.0,322.0,94.0,26.833333333333332,5,3,4,12,534,Clients Fidèles,1
C23962209,126,4G,A,Bonus 1500%,0.0,12.0,755.0,146.0,62.916666666666664,5,3,5,13,535,Clients Fidèles,1
C9485_220,210,2G,A,Bonus 1500%,0.0,12.0,33.0,29.0,2.75,5,3,1,9,531,Clients Ordinaires,0
C54392209,118,4G,A,Bonus 1000%,0.0,12.0,203.0,47.0,16.916666666666668,5,3,3,11,533,Clients Fidèles,1
C55792209,129,2G,A,Bonus 300%,0.0,12.0,395.0,215.0,32.916666666666664,5,3,5,13,535,Clients Fidèles,1
C64532209,126,4G,A,Bonus 1000%,0.0,12.0,471.0,110.0,39.25,5,3,5,13,535,Clients Fidèles,1
C75402209,126,4G,A,Bonus 1500%,0.0,9.0,121.0,25.0,13.444444444444445,5,2,2,9,522,Nouveaux Clients,1
C77402209,127,2G,A,Bonus,0.0,12.0,1001.0,321.0,83.41666666666667,5,3,5,13,535,Clients Fidèles,1
C03712210,130,4G,A,Bonus 1000%,0.0,11.0,129.0,53.0,11.727272727272727,5,2,2,9,522,Nouveaux Clients,1
C07632210,130,2G,A,Bonus 1500%,0.0,2.0,90.0,50.0,45.0,5,1,2,8,512,Nouveaux Clients,1
C19002210,129,4G,A,Bonus 1500%,0.0,12.0,577.0,137.0,48.083333333333336,5,3,5,13,535,Clients Fidèles,1
C5719_221,208,2G,A,Bonus 900%,0.0,12.0,475.0,115.0,39.583333333333336,5,3,5,13,535,Clients Fidèles,1
C5808_221,208,4G,A,Bonus 900%,0.0,12.0,183.0,179.0,15.25,5,3,3,11,533,Clients Fidèles,0
C04782218,129,4G,A,Bonus 300%,0.0,12.0,367.0,243.0,30.583333333333332,5,3,4,12,534,Clients Fidèles,1
C50332219,129,4G,A,Standard,0.0,8.0,71.0,67.0,8.875,5,2,2,9,522,Nouveaux Clients,1
C88212219,129,4G,A,Bonus 1500%,0.0,12.0,283.0,283.0,23.583333333333332,5,3,4,12,534,Clients Fidèles,1
C03082220,128,4G,A,Bonus 300%,0.0,12.0,266.0,254.0,22.166666666666668,5,3,4,12,534,Clients Fidèles,1
C46592220,132,4G,A,Standard,0.0,4.0,20.0,4.0,5.0,5,1,1,7,511,Nouveaux Clients,0
C31772222,131,4G,A,Bonus 900%,0.0,12.0,425.0,89.0,35.416666666666664,5,3,5,13,535,Clients Fidèles,1
C74182222,131,2G,A,Bonus 1000%,0.0,12.0,221.0,45.0,18.416666666666668,5,3,4,12,534,Clients Fidèles,1
C53522223,130,5G,A,Bonus 1000%,0.0,2.0,65.0,4.0,32.5,5,1,2,8,512,Nouveaux Clients,1
C70942223,123,4G,A,Bonus 1500%,0.0,12.0,95.0,78.0,7.916666666666667,5,3,2,10,532,Clients Ordinaires,1
C05292224,131,4G,A,Bonus 1500%,0.0,12.0,391.0,94.0,32.583333333333336,5,3,5,13,535,Clients Fidèles,0
C13422224,128,4G,A,Bonus 1000%,0.0,12.0,185.0,79.0,15.416666666666666,5,3,3,11,533,Clients Fidèles,1
C14392224,131,4G,A,Bonus 1000%,0.0,12.0,585.0,117.0,48.75,5,3,5,13,535,Clients Fidèles,1
C61422224,116,4G,A,Standard,0.0,12.0,563.0,268.0,46.916666666666664,5,3,5,13,535,Clients Fidèles,1
C63132224,121,4G,A,Bonus 1000%,0.0,12.0,1067.0,479.0,88.91666666666667,5,3,5,13,535,Clients Fidèles,1
C31132225,126,2G,A,Bonus 1500%,0.0,12.0,137.0,45.0,11.416666666666666,5,3,3,11,533,Clients Fidèles,0
C85252225,110,4G,A,Bonus 1000%,0.0,12.0,727.0,52.0,60.583333333333336,5,3,5,13,535,Clients Fidèles,0
C65492226,122,4G,A,Bonus 1500%,0.0,12.0,173.0,45.0,14.416666666666666,5,3,3,11,533,Clients Fidèles,1
C99502226,126,5G,A,Bonus 1000%,0.0,12.0,247.0,110.0,20.583333333333332,5,3,4,12,534,Clients Fidèles,1
C00052227,126,4G,A,Bonus 1500%,0.0,9.0,118.0,38.0,13.11111111111111,5,2,2,9,522,Nouveaux Clients,1
C23522227,126,4G,A,Bonus 2000%,0.0,7.0,90.0,18.0,12.857142857142858,5,1,2,8,512,Nouveaux Clients,1
C73852227,128,2G,A,Bonus 1000%,0.0,12.0,191.0,63.0,15.916666666666666,5,3,3,11,533,Clients Fidèles,1
C25052228,128,2G,A,Bonus 2000%,0.0,12.0,461.0,97.0,38.416666666666664,5,3,5,13,535,Clients Fidèles,0
C98102228,127,4G,A,Bonus 1500%,0.0,12.0,86.0,73.0,7.166666666666667,5,3,2,10,532,Clients Ordinaires,0
C12382229,128,4G,A,Bonus 1500%,0.0,12.0,195.0,59.0,16.25,5,3,3,11,533,Clients Fidèles,1
C15872229,128,2G,A,Bonus 1000%,0.0,12.0,217.0,57.0,18.083333333333332,5,3,3,11,533,Clients Fidèles,1
C18662230,128,4G,A,Bonus 1500%,0.0,12.0,260.0,260.0,21.666666666666668,5,3,4,12,534,Clients Fidèles,1
C28192230,127,2G,A,Bonus 1000%,0.0,6.0,33.0,13.0,5.5,5,1,1,7,511,Nouveaux Clients,0
C0397_223,210,2G,A,Standard,0.0,12.0,104.0,96.0,8.666666666666666,5,3,2,10,532,Clients Ordinaires,0
C25102231,126,4G,A,Bonus 1500%,0.0,11.0,132.0,38.0,12.0,5,2,3,10,523,Nouveaux Clients,0
C45672231,127,4G,A,Bonus 1000%,0.0,12.0,317.0,69.0,26.416666666666668,5,3,4,12,534,Clients Fidèles,0
C51102232,125,2G,A,Bonus 1000%,0.0,12.0,387.0,79.0,32.25,5,3,5,13,535,Clients Fidèles,0
C16102233,127,4G,A,Bonus 2000%,0.0,12.0,82.0,78.0,6.833333333333333,5,3,2,10,532,Clients Ordinaires,0
C21932233,121,4G,A,Bonus 1000%,0.0,12.0,183.0,64.0,15.25,5,3,3,11,533,Clients Fidèles,1
C23702233,120,4G,A,Bonus 1000%,0.0,12.0,718.0,77.0,59.833333333333336,5,3,5,13,535,Clients Fidèles,1
C48172233,115,2G,A,Bonus 1000%,0.0,12.0,781.0,169.0,65.08333333333333,5,3,5,13,535,Clients Fidèles,1
C52922233,124,4G,A,Standard,0.0,12.0,1123.0,69.0,93.58333333333333,5,3,5,13,535,Clients Fidèles,1
C70502233,116,4G,A,Bonus 1000%,0.0,12.0,366.0,106.0,30.5,5,3,4,12,534,Clients Fidèles,0
C00322234,126,4G,S,Bonus 2000%,1.0,8.0,56.0,32.0,7.0,1,2,1,4,121,Clients Perdus,1
C11712234,119,4G,A,Bonus 1000%,1.0,4.0,26.0,5.0,6.5,1,1,1,3,111,Clients Perdus,0
C85582234,124,4G,A,Bonus 1000%,0.0,12.0,752.0,231.0,62.666666666666664,5,3,5,13,535,Clients Fidèles,1
C18642235,124,4G,A,Bonus 1500%,1.0,7.0,26.0,10.0,3.7142857142857144,1,1,1,3,111,Clients Perdus,1
C32522236,124,2G,A,Bonus 1000%,0.0,12.0,131.0,131.0,10.916666666666666,5,3,3,11,533,Clients Fidèles,0
C46962236,123,4G,A,Bonus 2000%,0.0,12.0,41.0,41.0,3.4166666666666665,5,3,1,9,531,Clients Ordinaires,1
C68402237,121,4G,A,Bonus 1500%,0.0,10.0,55.0,19.0,5.5,5,2,1,8,521,Nouveaux Clients,1
C79442237,109,4G,A,Bonus 1000%,1.0,4.0,20.0,4.0,5.0,1,1,1,3,111,Clients Perdus,0
C30192238,122,4G,A,Bonus 2000%,0.0,12.0,182.0,82.0,15.166666666666666,5,3,3,11,533,Clients Fidèles,1
C88792238,120,2G,S,Bonus 1500%,2.0,8.0,30.0,30.0,3.75,1,2,1,4,121,Clients Perdus,0
C07262239,122,4G,A,Bonus 2000%,0.0,12.0,199.0,167.0,16.583333333333332,5,3,3,11,533,Clients Fidèles,1
C04612241,122,4G,A,Bonus 1000%,0.0,12.0,240.0,52.0,20.0,5,3,4,12,534,Clients Fidèles,0
C1980_224,210,4G,A,Standard,0.0,12.0,68.0,16.0,5.666666666666667,5,3,2,10,532,Clients Ordinaires,1
C38942242,117,4G,A,Bonus 1000%,0.0,11.0,28.0,24.0,2.5454545454545454,5,2,1,8,521,Nouveaux Clients,1
C51742242,131,4G,A,Bonus 900%,0.0,4.0,85.0,9.0,21.25,5,1,2,8,512,Nouveaux Clients,1
C64392242,131,4G,A,Bonus 1500%,0.0,12.0,509.0,109.0,42.416666666666664,5,3,5,13,535,Clients Fidèles,0
C92832242,131,4G,A,Bonus 900%,0.0,12.0,65.0,37.0,5.416666666666667,5,3,2,10,532,Clients Ordinaires,1
C14142243,131,4G,A,Bonus 1000%,2.0,4.0,25.0,5.0,6.25,1,1,1,3,111,Clients Perdus,0
C16972243,131,4G,A,Bonus 1000%,0.0,12.0,228.0,48.0,19.0,5,3,4,12,534,Clients Fidèles,1
C53922243,129,4G,A,Bonus 1500%,0.0,12.0,1012.0,194.0,84.33333333333333,5,3,5,13,535,Clients Fidèles,1
C74702243,122,4G,A,Bonus 1000%,1.0,4.0,27.0,5.0,6.75,1,1,1,3,111,Clients Perdus,0
C97882243,130,4G,A,Bonus 300%,0.0,12.0,247.0,231.0,20.583333333333332,5,3,4,12,534,Clients Fidèles,0
C99422243,129,4G,A,Bonus 300%,0.0,5.0,25.0,5.0,5.0,5,1,1,7,511,Nouveaux Clients,0
C35642244,130,4G,A,Bonus 2000%,0.0,12.0,192.0,76.0,16.0,5,3,3,11,533,Clients Fidèles,1
C47802244,130,4G,S,Bonus 1500%,1.0,11.0,72.0,32.0,6.545454545454546,1,2,2,5,122,Clients Perdus,1
C42862245,130,4G,A,Bonus 1000%,0.0,12.0,311.0,99.0,25.916666666666668,5,3,4,12,534,Clients Fidèles,1
