ID,ANC_M,HANDSET,OFFRE_CAT,RECENCY,FREQUENCY,MONETARY,RFM_SCORE,SEGMENT_RFM,CHURN,SCORE_CHURN,RISQUE_CHURN,ACTION_RETENTION
C43915669,36,4G,Bonus,5.0,2.0,61.0,4,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C18886533,11,4G,Bonus,6.0,6.0,274.9,6,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C12372816,116,5G,Standard,3.0,7.0,12.0,3,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C39306533,11,4G,Bonus,5.0,7.0,21.0,3,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C43875854,32,4G,Bonus,5.0,7.0,740.0,7,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C29995979,29,4G,Bonus,3.0,3.0,3.0,3,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C31596537,11,2G,Bonus,4.0,8.0,75.0,5,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C14246538,11,4G,Standard,3.0,3.0,3.0,3,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C88716541,10,4G,Standard,12.0,0.0,0.0,3,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C54355147,49,5G,Bonus,6.0,6.0,161.7,5,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C43701914,140,4G,Bonus 1500%,3.0,3.0,12.0,3,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C17526542,10,nan,Bonus,5.0,5.0,7.0,3,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C49926543,10,4G,Bonus,7.0,4.0,147.0,5,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C00466549,10,4G,Bonus,3.0,7.0,105.0,4,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C45914399,76,4G,Standard,7.0,3.0,120.0,4,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C02174209,85,5G,Bonus,5.0,3.0,140.0,5,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C81176550,10,4G,Bonus,4.0,6.0,24.0,3,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C76916551,10,5G,Bonus,4.0,3.0,42.0,3,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C85853981,90,4G,Standard,12.0,0.0,0.0,3,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C54786554,10,4G,Standard,5.0,1.0,5.0,3,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C49735676,36,2G,Bonus,4.0,5.0,41.0,3,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C86476556,10,5G,Bonus,6.0,2.0,100.0,4,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C77832608,122,4G,Bonus 2000%,3.0,5.0,33.0,3,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C61832830,115,2G,Standard,4.0,3.0,3.0,3,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C66263982,89,4G,Standard,3.0,1.0,5.0,3,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C90655270,46,4G,Bonus,3.0,4.0,25.0,3,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C00536559,10,4G,Bonus,12.0,0.0,0.0,3,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C32196559,10,4G,Bonus,5.0,3.0,11.0,3,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C17475856,32,4G,Standard,3.0,9.0,459.0,8,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C9522_655,299,2G,Bonus 900%,3.0,2.0,10.0,3,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C56475685,36,4G,Bonus,4.0,6.0,139.0,5,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C91816559,10,4G,Bonus,3.0,5.0,36.0,3,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C6356_585,272,4G,Bonus,5.0,2.0,10.0,3,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C51091926,140,4G,Standard,3.0,2.0,8.0,3,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C22715292,46,4G,Standard,3.0,8.0,727.0,8,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C1297_344,213,2G,Standard,4.0,5.0,14.0,3,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C95676559,10,4G,Bonus,5.0,2.0,46.0,3,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C74215696,35,4G,Bonus,4.0,4.0,17.0,3,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C2305_656,295,2G,Bonus 1500%,3.0,3.0,27.0,3,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C05986072,26,4G,Bonus,4.0,2.0,50.0,3,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C48106563,9,4G,Standard,12.0,0.0,0.0,3,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C75555702,35,4G,Standard,12.0,0.0,0.0,3,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C98336565,9,4G,Standard,12.0,0.0,0.0,3,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C61515863,31,4G,Bonus,3.0,7.0,131.0,5,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C47346569,9,nan,Standard,12.0,0.0,0.0,3,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C77876570,9,4G,Bonus,3.0,6.0,55.0,3,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C56996573,9,nan,Bonus,9.0,1.0,10.0,3,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C12515706,35,4G,Bonus,12.0,0.0,0.0,3,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C35095393,43,4G,Bonus,3.0,2.0,23.0,3,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C40116579,9,nan,Standard,3.0,4.0,20.88,3,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C71842947,110,4G,Bonus 1000%,3.0,9.0,110.0,5,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C70406580,9,4G,Bonus,4.0,1.0,1.0,3,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C55735114,50,5G,Standard,3.0,5.0,72.0,4,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C23312838,113,4G,Bonus 1000%,3.0,5.0,23.0,3,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C56514987,54,2G,Bonus,3.0,5.0,21.0,3,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C91903442,92,5G,Standard,3.0,6.0,29.0,3,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C47765706,35,4G,Standard,3.0,6.0,30.0,3,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C45676581,9,4G,Ad-On,3.0,2.0,52.0,3,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C35506583,9,3G,Standard,8.0,2.0,2.0,3,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C28835707,35,4G,Bonus,6.0,2.0,3.0,3,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C3857_658,294,4G,Standard,4.0,3.0,21.0,3,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C46656584,8,4G,Bonus,3.0,1.0,5.0,3,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C86124432,74,2G,Standard,8.0,4.0,116.0,4,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C26316586,8,4G,Bonus,5.0,2.0,37.0,3,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C05606589,8,4G,Bonus,8.0,1.0,10.0,3,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C86226589,8,4G,Bonus,7.0,1.0,5.0,3,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C90105978,29,4G,Bonus,5.0,1.0,1.0,3,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C13235062,52,2G,Standard,3.0,7.0,25.0,3,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C18076592,8,4G,Bonus,3.0,6.0,205.0,5,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C26545717,35,4G,Bonus,4.0,6.0,256.0,6,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C15986001,28,4G,Bonus,4.0,7.0,278.0,6,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C28056593,8,4G,Bonus,3.0,5.0,30.0,3,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C73016593,8,4G,Ad-On,3.0,6.0,818.0,7,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C32056594,8,4G,Bonus,3.0,4.0,183.0,5,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C23256595,8,4G,Bonus,8.0,1.0,5.0,3,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C97916595,8,3G,Bonus,3.0,6.0,175.0,5,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C29446596,8,4G,Standard,3.0,3.0,5.0,3,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C24843134,103,4G,Standard,3.0,9.0,366.0,7,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C46704693,63,4G,Bonus,6.0,5.0,176.0,5,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C52945949,29,4G,Standard,12.0,0.0,0.0,3,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C00366597,8,4G,Bonus,4.0,3.0,12.0,3,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C96674988,54,4G,Bonus,3.0,2.0,2.0,3,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C27806599,8,4G,Bonus,4.0,3.0,11.0,3,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C93296603,8,4G,Bonus,3.0,6.0,152.0,5,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C58306611,7,4G,Bonus,7.0,1.0,1.0,3,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C59616612,7,4G,Ad-On,6.0,2.0,79.0,4,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C50235869,31,4G,Standard,3.0,4.0,9.0,3,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C22826616,7,4G,Bonus,4.0,2.0,11.0,3,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C96086066,26,4G,Bonus,3.0,3.0,79.0,4,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C72946617,7,4G,Standard,5.0,3.0,85.0,4,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C86091934,139,4G,Bonus,3.0,3.0,16.0,3,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C78986618,7,4G,Bonus,7.0,1.0,30.0,3,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C82006619,7,4G,Bonus,3.0,5.0,96.0,4,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C63896623,7,4G,Bonus,3.0,4.0,36.0,3,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C02746624,7,2G,Bonus,7.0,1.0,20.0,3,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C62935087,51,4G,Bonus,3.0,5.0,113.0,4,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C23266624,7,4G,Bonus,7.0,1.0,5.0,3,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C92452850,110,4G,Bonus,5.0,5.0,52.0,3,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C26526625,7,4G,Bonus,7.0,1.0,21.0,3,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C81996626,7,4G,Ad-On,6.0,2.0,20.0,3,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C93446627,7,4G,Standard,5.0,3.0,81.0,4,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C39685727,35,5G,Bonus,3.0,3.0,50.0,3,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C56065417,42,2G,Bonus,4.0,2.0,6.0,3,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C31861391,160,4G,Standard,3.0,8.0,21.0,4,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C92436631,7,4G,Bonus,4.0,2.0,70.0,4,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C26036632,6,4G,Standard,5.0,2.0,7.0,3,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C59536635,6,4G,Ad-On,3.0,3.0,30.0,3,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C19244666,63,3G,Standard,4.0,1.0,4.0,3,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C97966636,6,4G,Standard,12.0,0.0,0.0,3,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C35776639,6,2G,Bonus,3.0,4.0,110.0,4,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C1814_587,271,4G,Bonus 1500%,3.0,2.0,10.0,3,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C86736640,6,nan,Standard,4.0,2.0,20.0,3,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C82836641,6,nan,Standard,6.0,1.0,25.0,3,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C86066641,6,4G,Standard,4.0,2.0,25.0,3,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C59504727,62,4G,Standard,5.0,2.0,60.0,4,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C62864867,58,2G,Bonus 300%,4.0,3.0,15.0,3,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C95734666,63,4G,Bonus 300%,4.0,6.0,36.0,3,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C49036064,26,nan,Standard,12.0,0.0,0.0,3,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C04065874,31,4G,Bonus,6.0,3.0,35.0,3,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C97986642,6,3G,Ad-On,3.0,4.0,43.0,3,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C16136644,6,4G,Bonus,5.0,2.0,6.0,3,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C02074817,59,2G,Bonus 300%,4.0,2.0,15.0,3,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C85686644,6,4G,Standard,3.0,2.0,11.0,3,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C60596062,26,4G,Standard,12.0,0.0,0.0,3,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C30543990,52,4G,Standard,3.0,4.0,9.0,3,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C46145733,35,2G,Bonus,3.0,2.0,20.0,3,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C95325733,35,5G,Bonus,4.0,2.0,20.0,3,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C66596646,6,4G,Bonus,12.0,0.0,0.0,3,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C51416647,6,4G,Bonus,5.0,2.0,45.0,3,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C63246647,6,4G,Standard,4.0,3.0,38.0,3,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C72366647,6,4G,Standard,5.0,2.0,151.0,5,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C52276648,6,4G,Bonus,4.0,3.0,63.0,4,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C00992426,122,4G,Bonus,8.0,1.0,5.0,3,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C81216650,6,4G,Bonus,5.0,1.0,10.0,3,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C16656651,6,4G,Standard,12.0,0.0,0.0,3,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C23834103,88,2G,Standard,3.0,1.0,5.0,3,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C93436651,6,4G,Ad-On,12.0,0.0,0.0,3,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C86406060,26,nan,Standard,12.0,0.0,0.0,3,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C01476653,6,4G,Bonus,12.0,0.0,0.0,3,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C21305736,34,4G,Standard,7.0,2.0,7.0,3,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C64956653,6,4G,Standard,5.0,2.0,70.0,4,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C19206654,5,nan,Bonus,4.0,2.0,40.0,3,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C26086654,5,4G,Standard,5.0,1.0,12.0,3,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C83084329,65,5G,Standard,3.0,7.0,61.0,4,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C34145050,52,4G,Ad-On,4.0,8.0,287.0,7,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C58345736,34,4G,Bonus,3.0,5.0,137.0,5,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C40716655,5,4G,Bonus,4.0,2.0,9.0,3,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C40226656,5,4G,Bonus,12.0,0.0,0.0,3,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C14395874,31,4G,Bonus,5.0,6.0,248.0,6,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C24205742,34,4G,Standard,12.0,0.0,0.0,3,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C44295747,34,4G,Bonus,5.0,4.0,21.0,3,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C60126656,5,4G,Bonus,3.0,2.0,460.0,7,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C20164330,45,4G,Standard,12.0,0.0,0.0,3,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C04176657,5,4G,Ad-On,5.0,1.0,2.0,3,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C04896657,5,4G,Ad-On,4.0,2.0,23.0,3,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C95055972,29,5G,Standard,12.0,0.0,0.0,3,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C33352860,113,5G,Standard,4.0,3.0,41.0,3,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C94332443,124,4G,Bonus 1500%,3.0,6.0,62.0,4,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C92846059,26,4G,Standard,12.0,0.0,0.0,3,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C7430_665,290,5G,Standard,4.0,6.0,261.0,6,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C43745065,52,4G,Standard,3.0,2.0,6.0,3,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C19446658,5,4G,Bonus,4.0,2.0,63.0,4,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C89795972,29,4G,Standard,12.0,0.0,0.0,3,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C43075036,52,4G,Bonus,3.0,7.0,146.0,5,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C41086658,5,4G,Bonus,4.0,2.0,60.0,4,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C56366659,5,4G,Bonus,5.0,1.0,25.0,3,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C62585193,48,4G,Bonus,5.0,2.0,20.0,3,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C70914586,66,3G,Standard,3.0,5.0,42.0,3,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C40526660,5,4G,Bonus,5.0,1.0,5.0,3,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C97735875,31,4G,Bonus,7.0,1.0,20.0,3,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C41981769,145,4G,Bonus 1000%,3.0,6.0,36.0,3,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C55133594,89,4G,Standard,3.0,3.0,15.0,3,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C58525065,52,4G,Standard,3.0,9.0,114.0,5,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C79834638,64,4G,Standard,5.0,5.0,23.0,3,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C67482862,106,4G,Bonus,4.0,1.0,10.0,3,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C92442862,114,nan,Bonus,7.0,1.0,2.0,3,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C91156660,5,4G,Bonus,4.0,2.0,10.0,3,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C40695955,29,4G,Bonus,6.0,6.0,140.0,5,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
C0043_588,267,4G,Bonus 1500%,4.0,2.0,10.0,3,Clients Perdus,1,0.52507085,🟡 Moyen,Campagne email retention + bonus recharge
